LocationKey,City,State,PostalCode,Country,Region,CreatedDate
8509,RATNAGIRI,MAHARASHTRA,415601,IN,West India,2026-09-06T03:33:59.032832
8510,RATTI INDUSTRIAL AREA,HIMACHAL PRADESH,175008,IN,North India,2026-09-06T03:33:59.032832
8511,RAU,MADHYA PRADESH,453556,IN,Central India,2026-09-06T03:33:59.032832
8512,RAVULAPALEM,ANDHRA PRADESH,533238,IN,South India,2026-09-06T03:33:59.032832
8513,RAWALSAR,HIMACHAL PRADESH,175023,IN,North India,2026-09-06T03:33:59.032832
8514,RAYABHUPALAPATNAM,ANDHRA PRADESH,533437,IN,South India,2026-09-06T03:33:59.032832
8515,RAZOLE,ANDHRA PRADESH,533244,IN,South India,2026-09-06T03:33:59.032832
8516,RECKONG PEO,HIMACHAL PRADESH,172107,IN,North India,2026-09-06T03:33:59.032832
8517,REVDANDA,MAHARASHTRA,402202,IN,West India,2026-09-06T03:33:59.032832
8518,REWA,MADHYA PRADESH,486001,IN,Central India,2026-09-06T03:33:59.032832
8519,REWA,MADHYA PRADESH,486776,IN,Central India,2026-09-06T03:33:59.032832
8520,REWARI,HARYANA,123401,IN,North India,2026-09-06T03:33:59.032832
8521,RHENOCK,SIKKIM,737133,IN,Other,2026-09-06T03:33:59.032832
8522,RIICO INDUSTRIAL AREA KANT KALWAR,RAJASTHAN,303002,IN,North India,2026-09-06T03:33:59.032832
8523,RIICO INDUSTRIAL AREA KHUSHKHERA,RAJASTHAN,301707,IN,North India,2026-09-06T03:33:59.032832
8524,RIICO INDUSTRIAL AREA NEEMRANA,RAJASTHAN,301705,IN,North India,2026-09-06T03:33:59.032832
8525,RIICO INDUSTRIAL AREA RUPANGARH,RAJASTHAN,305814,IN,North India,2026-09-06T03:33:59.032832
8526,RISALI BHILAI,CHHATTISGARH,490006,IN,Central India,2026-09-06T03:33:59.032832
8527,PUNE 41104,MAHARASHTRA,411044,IN,West India,2026-09-06T03:33:59.032832
8528,PUNE 411060,MAHARASHTRA,411060,IN,West India,2026-09-06T03:33:59.032832
8529,PUNE CITY,MAHARASHTRA,411015,IN,West India,2026-09-06T03:33:59.032832
8530,"PUNE, MAHARASHTRA",MAHARASHTRA,411057,IN,West India,2026-09-06T03:33:59.032832
8531,PUNE.,MAHARASHTRA,411037,IN,West India,2026-09-06T03:33:59.032832
8532,PUNE-15,MAHARASHTRA,411015,IN,West India,2026-09-06T03:33:59.032832
8533,PUNE-411028,MAHARASHTRA,411028,IN,West India,2026-09-06T03:33:59.032832
8534,PUNE-411062,MAHARASHTRA,411062,IN,West India,2026-09-06T03:33:59.032832
8535,PUNNAPARA,KERALA,688003,IN,South India,2026-09-06T03:33:59.032832
8536,PURA ACCHAI PHULPUR  ALLAHABAD,UTTAR PRADESH,212402,IN,North India,2026-09-06T03:33:59.032832
8537,PURBA BARDHAMAN,WEST BENGAL,713512,IN,East & North-East,2026-09-06T03:33:59.032832
8538,PURBA MEDINIPUR,WEST BENGAL,721131,IN,East & North-East,2026-09-06T03:33:59.032832
8539,PURBO BURDWAN,WEST BENGAL,713103,IN,East & North-East,2026-09-06T03:33:59.032832
8540,PURNEA,BIHAR,854315,IN,East & North-East,2026-09-06T03:33:59.032832
8541,PURNIA,BIHAR,854303,IN,East & North-East,2026-09-06T03:33:59.032832
8542,PURNIA,BIHAR,854326,IN,East & North-East,2026-09-06T03:33:59.032832
8543,PUTHUPARAMBA,KERALA,676501,IN,South India,2026-09-06T03:33:59.032832
8544,"PUTTAPARTHI, ANANTAPUR DISTRICT",ANDHRA PRADESH,515134,IN,South India,2026-09-06T03:33:59.032832
8545,PUTTUR,KARNATAKA,574202,IN,South India,2026-09-06T03:33:59.032832
8546,PUTTUR,KARNATAKA,574203,IN,South India,2026-09-06T03:33:59.032832
8547,PUTTUR,KARNATAKA,574210,IN,South India,2026-09-06T03:33:59.032832
8548,PUTTUR,KARNATAKA,574221,IN,South India,2026-09-06T03:33:59.032832
8549,"PUZHAKKAL P O, THRISSUR",KERALA,680553,IN,South India,2026-09-06T03:33:59.032832
8550,PUZHATHI,KERALA,670005,IN,South India,2026-09-06T03:33:59.032832
8551,QADIAN,PUNJAB,143516,IN,North India,2026-09-06T03:33:59.032832
8552,QUILANDY,KERALA,673306,IN,South India,2026-09-06T03:33:59.032832
8553,QUILANDY,KERALA,673522,IN,South India,2026-09-06T03:33:59.032832
8554,QUTUBULLAPUR,TELANGANA,500055,IN,South India,2026-09-06T03:33:59.032832
8555,RADHAPURAM,TAMIL NADU,627111,IN,South India,2026-09-06T03:33:59.032832
8556,RAE BARELI,UTTAR PRADESH,229001,IN,North India,2026-09-06T03:33:59.032832
8557,RAE BARELI,UTTAR PRADESH,229204,IN,North India,2026-09-06T03:33:59.032832
8558,RAGHOGARH,MADHYA PRADESH,473226,IN,Central India,2026-09-06T03:33:59.032832
8559,"RAHARA BAZAR,KHARDAH",WEST BENGAL,700118,IN,East & North-East,2026-09-06T03:33:59.032832
8560,RAHATANI,MAHARASHTRA,411017,IN,West India,2026-09-06T03:33:59.032832
8561,RAHON,PUNJAB,144517,IN,North India,2026-09-06T03:33:59.032832
8562,RAIA,GOA,403720,IN,West India,2026-09-06T03:33:59.032832
8563,RAICHUR,KARNATAKA,584103,IN,South India,2026-09-06T03:33:59.032832
8564,RAICHUR,KARNATAKA,584116,IN,South India,2026-09-06T03:33:59.032832
8565,RAICHUR-584101,KARNATAKA,584101,IN,South India,2026-09-06T03:33:59.032832
8566,RAIGARH,CHHATTISGARH,496440,IN,Central India,2026-09-06T03:33:59.032832
8567,RAIGARH,MAHARASHTRA,402201,IN,West India,2026-09-06T03:33:59.032832
8568,RAIGARH,MAHARASHTRA,410203,IN,West India,2026-09-06T03:33:59.032832
8569,RAIGARH,MAHARASHTRA,410210,IN,West India,2026-09-06T03:33:59.032832
8570,RAIGARH MH,MAHARASHTRA,410210,IN,West India,2026-09-06T03:33:59.032832
8571,RAIGARH TOWN,CHHATTISGARH,496001,IN,Central India,2026-09-06T03:33:59.032832
8572,"RAIGARH, NAVI MUMBAI",MAHARASHTRA,410210,IN,West India,2026-09-06T03:33:59.032832
8573,RAIPUR,CHHATTISGARH,492001,IN,Central India,2026-09-06T03:33:59.032832
8574,RAIPUR,CHHATTISGARH,492003,IN,Central India,2026-09-06T03:33:59.032832
8575,RAIPUR,CHHATTISGARH,492004,IN,Central India,2026-09-06T03:33:59.032832
8576,RAIPUR,CHHATTISGARH,492015,IN,Central India,2026-09-06T03:33:59.032832
8577,RAIPUR 492004,CHHATTISGARH,492004,IN,Central India,2026-09-06T03:33:59.032832
8578,RAIPUR TEHSIL PIRAWA DISTRICT JHALAWAR,RAJASTHAN,326036,IN,North India,2026-09-06T03:33:59.032832
8579,RAIRANGPUR,ODISHA,757047,IN,East & North-East,2026-09-06T03:33:59.032832
8580,RAIRANGPUR,ODISHA,757048,IN,East & North-East,2026-09-06T03:33:59.032832
8581,"RAJAGIRI VALLEY P O, KAKKANAD",KERALA,682039,IN,South India,2026-09-06T03:33:59.032832
8582,RAJAHMUNDRY,ANDHRA PRADESH,533105,IN,South India,2026-09-06T03:33:59.032832
8583,RAJAKKAD,KERALA,685566,IN,South India,2026-09-06T03:33:59.032832
8584,RAJAPALAYAM VIRUDHUNAGAR DISTRICT,TAMIL NADU,626117,IN,South India,2026-09-06T03:33:59.032832
8585,RAJARHAAT,WEST BENGAL,700136,IN,East & North-East,2026-09-06T03:33:59.032832
8586,"RAJARHAAT , KOLKATA",WEST BENGAL,700136,IN,East & North-East,2026-09-06T03:33:59.032832
8587,RAJARHAT NEW TOWN ACTION AREA 3,WEST BENGAL,700135,IN,East & North-East,2026-09-06T03:33:59.032832
8588,RAJAURI,JAMMU & KASHMIR,185234,IN,North India,2026-09-06T03:33:59.032832
8589,RAJGANGPUR,ODISHA,770017,IN,East & North-East,2026-09-06T03:33:59.032832
8590,RAJGANJ,WEST BENGAL,735134,IN,East & North-East,2026-09-06T03:33:59.032832
8591,RAJGARH,HIMACHAL PRADESH,173101,IN,North India,2026-09-06T03:33:59.032832
8592,RAJGARH CHURU DISTRICT,RAJASTHAN,331023,IN,North India,2026-09-06T03:33:59.032832
8593,RAJKOT,GUJARAT,360002,IN,West India,2026-09-06T03:33:59.032832
8594,RAJKOT,GUJARAT,360003,IN,West India,2026-09-06T03:33:59.032832
8595,RAJKOT,GUJARAT,360004,IN,West India,2026-09-06T03:33:59.032832
8596,RAJPIPLA,GUJARAT,393145,IN,West India,2026-09-06T03:33:59.032832
8597,RAJPUR,MADHYA PRADESH,451447,IN,Central India,2026-09-06T03:33:59.032832
8598,RAJPUR SONARPUR,WEST BENGAL,700149,IN,East & North-East,2026-09-06T03:33:59.032832
8599,RAJPURA,PUNJAB,140401,IN,North India,2026-09-06T03:33:59.032832
8600,RAJPURA,PUNJAB,140402,IN,North India,2026-09-06T03:33:59.032832
8601,PUTTUR,KARNATAKA,574230,IN,South India,2026-09-06T03:33:59.032832
8602,PUTTUR,KARNATAKA,574259,IN,South India,2026-09-06T03:33:59.032832
8603,"PUTTUR, CHITTOOOR",ANDHRA PRADESH,517583,IN,South India,2026-09-06T03:33:59.032832
8604,QUEPEM,GOA,403714,IN,West India,2026-09-06T03:33:59.032832
8605,"R.C. TECHNICAL COLLEGE ROAD, GHATLODIA, AHMEDABAD",GUJARAT,380061,IN,West India,2026-09-06T03:33:59.032832
8606,RAE BARELI,UTTAR PRADESH,229405,IN,North India,2026-09-06T03:33:59.032832
8607,RAEBARELI,UTTAR PRADESH,229001,IN,North India,2026-09-06T03:33:59.032832
8608,RAEBARELI,UTTAR PRADESH,229122,IN,North India,2026-09-06T03:33:59.032832
8609,RAHA TOWN,ASSAM,782103,IN,East & North-East,2026-09-06T03:33:59.032832
8610,"RAIBANDER, OLD GOA",GOA,403006,IN,West India,2026-09-06T03:33:59.032832
8611,RAICHUR,KARNATAKA,584101,IN,South India,2026-09-06T03:33:59.032832
8612,RAIGANJ,WEST BENGAL,733134,IN,East & North-East,2026-09-06T03:33:59.032832
8613,RAIGARH,MAHARASHTRA,410206,IN,West India,2026-09-06T03:33:59.032832
8614,RAIGARH,MAHARASHTRA,410218,IN,West India,2026-09-06T03:33:59.032832
8615,RAIKOT,PUNJAB,141109,IN,North India,2026-09-06T03:33:59.032832
8616,RAIPUR,CHHATTISGARH,492009,IN,Central India,2026-09-06T03:33:59.032832
8617,RAIPUR,CHHATTISGARH,492013,IN,Central India,2026-09-06T03:33:59.032832
8618,RAIPUR,CHHATTISGARH,492099,IN,Central India,2026-09-06T03:33:59.032832
8619,RAIPUR,CHHATTISGARH,493221,IN,Central India,2026-09-06T03:33:59.032832
8620,RAISEN,MADHYA PRADESH,464551,IN,Central India,2026-09-06T03:33:59.032832
8621,RAJA SANSI,PUNJAB,143001,IN,North India,2026-09-06T03:33:59.032832
8622,RAJAHMUNDRY,ANDHRA PRADESH,533102,IN,South India,2026-09-06T03:33:59.032832
8623,RAJAHMUNDRY,ANDHRA PRADESH,533107,IN,South India,2026-09-06T03:33:59.032832
8624,RAJAHMUNDRY,ANDHRA PRADESH,533296,IN,South India,2026-09-06T03:33:59.032832
8625,RAJARHAT,WEST BENGAL,700135,IN,East & North-East,2026-09-06T03:33:59.032832
8626,"RAJARHAT, KATHGOLA",WEST BENGAL,700135,IN,East & North-East,2026-09-06T03:33:59.032832
8627,RAJENDRANAGAR,TELANGANA,500086,IN,South India,2026-09-06T03:33:59.032832
8628,RAJGARH,MADHYA PRADESH,465661,IN,Central India,2026-09-06T03:33:59.032832
8629,RAJGARH ALWAR DISTRICT,RAJASTHAN,301408,IN,North India,2026-09-06T03:33:59.032832
8630,RAJGARH RAJGARH DISTRICT,MADHYA PRADESH,465661,IN,Central India,2026-09-06T03:33:59.032832
8631,RAJGURUNAGAR KHED,MAHARASHTRA,410505,IN,West India,2026-09-06T03:33:59.032832
8632,RAJKOT,GUJARAT,360005,IN,West India,2026-09-06T03:33:59.032832
8633,RAJKOT,GUJARAT,360006,IN,West India,2026-09-06T03:33:59.032832
8634,RAJKOT,GUJARAT,360007,IN,West India,2026-09-06T03:33:59.032832
8635,RAJMAHAL,JHARKHAND,816108,IN,East & North-East,2026-09-06T03:33:59.032832
8636,RAJOURI GARDEN,DELHI,110027,IN,North India,2026-09-06T03:33:59.032832
8637,RAJPUR SONARPUR,WEST BENGAL,743330,IN,East & North-East,2026-09-06T03:33:59.032832
8638,RAMAGUNDAM,TELANGANA,505188,IN,South India,2026-09-06T03:33:59.032832
8639,RAMAGUNDAM,TELANGANA,505211,IN,South India,2026-09-06T03:33:59.032832
8640,RAMAN,PUNJAB,151301,IN,North India,2026-09-06T03:33:59.032832
8641,RAMANAGARA,KARNATAKA,562159,IN,South India,2026-09-06T03:33:59.032832
8642,RAMANATHAPURAM,TAMIL NADU,623518,IN,South India,2026-09-06T03:33:59.032832
8643,RAMANATHAPURAM DIST,TAMIL NADU,623525,IN,South India,2026-09-06T03:33:59.032832
8644,RAMANATTUKARA,KERALA,673632,IN,South India,2026-09-06T03:33:59.032832
8645,RAMGANJ MANDI,RAJASTHAN,326519,IN,North India,2026-09-06T03:33:59.032832
8646,RAMGANJMANDI,RAJASTHAN,326519,IN,North India,2026-09-06T03:33:59.032832
8647,RAMGARH CANTONMENT CIVIL TOWNSHIP,JHARKHAND,825101,IN,East & North-East,2026-09-06T03:33:59.032832
8648,RAMGARH CANTT,JHARKHAND,829122,IN,East & North-East,2026-09-06T03:33:59.032832
8649,RAMGHAR,JHARKHAND,829124,IN,East & North-East,2026-09-06T03:33:59.032832
8650,RAMNAGAR,MADHYA PRADESH,485881,IN,Central India,2026-09-06T03:33:59.032832
8651,RAMNAGAR,UTTARAKHAND,244715,IN,North India,2026-09-06T03:33:59.032832
8652,RAMNAGAR,WEST BENGAL,721446,IN,East & North-East,2026-09-06T03:33:59.032832
8653,RAMPACHODAVARAM,ANDHRA PRADESH,533288,IN,South India,2026-09-06T03:33:59.032832
8654,RAMPACHODAVARAM.EAST GODAVARI DIST,ANDHRA PRADESH,533288,IN,South India,2026-09-06T03:33:59.032832
8655,RAMPURA PHUL,PUNJAB,151103,IN,North India,2026-09-06T03:33:59.032832
8656,RAMPURHAT II,WEST BENGAL,731217,IN,East & North-East,2026-09-06T03:33:59.032832
8657,RANAGHAT,WEST BENGAL,741201,IN,East & North-East,2026-09-06T03:33:59.032832
8658,RANCHI,JHARKHAND,834001,IN,East & North-East,2026-09-06T03:33:59.032832
8659,RANCHI,JHARKHAND,834002,IN,East & North-East,2026-09-06T03:33:59.032832
8660,RANCHI,JHARKHAND,834003,IN,East & North-East,2026-09-06T03:33:59.032832
8661,RANCHI,JHARKHAND,834008,IN,East & North-East,2026-09-06T03:33:59.032832
8662,RANCHI,JHARKHAND,834010,IN,East & North-East,2026-09-06T03:33:59.032832
8663,RANCHI,JHARKHAND,835103,IN,East & North-East,2026-09-06T03:33:59.032832
8664,RANCHI,JHARKHAND,835215,IN,East & North-East,2026-09-06T03:33:59.032832
8665,RANCHI,JHARKHAND,835303,IN,East & North-East,2026-09-06T03:33:59.032832
8666,RANGAREDDY,TELANGANA,501503,IN,South India,2026-09-06T03:33:59.032832
8667,RANGAREDDY,TELANGANA,509327,IN,South India,2026-09-06T03:33:59.032832
8668,RANGIA,ASSAM,781380,IN,East & North-East,2026-09-06T03:33:59.032832
8669,RANGJULI,ASSAM,783130,IN,East & North-East,2026-09-06T03:33:59.032832
8670,RANIKHET,UTTARAKHAND,263645,IN,North India,2026-09-06T03:33:59.032832
8671,RANIKOR,MEGHALAYA,793106,IN,Other,2026-09-06T03:33:59.032832
8672,"RANIP,AHMEDABAD",GUJARAT,382480,IN,West India,2026-09-06T03:33:59.032832
8673,RANIPET,TAMIL NADU,632406,IN,South India,2026-09-06T03:33:59.032832
8674,RANIPETTAI,TAMIL NADU,632403,IN,South India,2026-09-06T03:33:59.032832
8675,RISHIKESH,UTTARAKHAND,249202,IN,North India,2026-09-06T03:33:59.032832
8676,RISHRA,WEST BENGAL,712203,IN,East & North-East,2026-09-06T03:33:59.032832
8677,ROBERTSGANJ,UTTAR PRADESH,231216,IN,North India,2026-09-06T03:33:59.032832
8678,ROBERTSGANJ SONBHADRA,UTTAR PRADESH,231216,IN,North India,2026-09-06T03:33:59.032832
8679,ROBERTSONPET,KARNATAKA,563120,IN,South India,2026-09-06T03:33:59.032832
8680,ROHA,MAHARASHTRA,402109,IN,West India,2026-09-06T03:33:59.032832
8681,ROHA,MAHARASHTRA,402126,IN,West India,2026-09-06T03:33:59.032832
8682,ROHTAS,BIHAR,821307,IN,East & North-East,2026-09-06T03:33:59.032832
8683,ROING,ARUNACHAL PRADESH,792110,IN,Other,2026-09-06T03:33:59.032832
8684,RON,MADHYA PRADESH,477335,IN,Central India,2026-09-06T03:33:59.032832
8685,ROSHNABAD,UTTAR PRADESH,209745,IN,North India,2026-09-06T03:33:59.032832
8686,ROURKELA,ODISHA,769001,IN,East & North-East,2026-09-06T03:33:59.032832
8687,ROURKELA,ODISHA,769002,IN,East & North-East,2026-09-06T03:33:59.032832
8688,ROURKELA,ODISHA,769012,IN,East & North-East,2026-09-06T03:33:59.032832
8689,ROURKELA,ODISHA,770032,IN,East & North-East,2026-09-06T03:33:59.032832
8690,"ROURKELA , DIST - SUNDARGARH",ODISHA,769002,IN,East & North-East,2026-09-06T03:33:59.032832
8691,RUDRAPRAYAG,UTTARAKHAND,246171,IN,North India,2026-09-06T03:33:59.032832
8692,RUDRAPRAYAG,UTTARAKHAND,246475,IN,North India,2026-09-06T03:33:59.032832
8693,RUDRAPUR,UTTAR PRADESH,274204,IN,North India,2026-09-06T03:33:59.032832
8694,"RUDRARAM, HYDERABAD",TELANGANA,502329,IN,South India,2026-09-06T03:33:59.032832
8695,RUPRA ROAD,ODISHA,766101,IN,East & North-East,2026-09-06T03:33:59.032832
8696,"S. RAMALINGAPURAM,VIRUDHUNAGAR DISTRICT",TAMIL NADU,626102,IN,South India,2026-09-06T03:33:59.032832
8697,SADHA KHEMAJI TOLA CHAPRA,BIHAR,841301,IN,East & North-East,2026-09-06T03:33:59.032832
8698,"SAFIDON, DITT. JIND",HARYANA,126112,IN,North India,2026-09-06T03:33:59.032832
8699,SAGANER,RAJASTHAN,302029,IN,North India,2026-09-06T03:33:59.032832
8700,SAHAKAR NAGAR PUNE,MAHARASHTRA,411009,IN,West India,2026-09-06T03:33:59.032832
8701,SAHARANPUR,UTTAR PRADESH,247769,IN,North India,2026-09-06T03:33:59.032832
8702,SAHARSA,BIHAR,852127,IN,East & North-East,2026-09-06T03:33:59.032832
8703,SAHARSHA,BIHAR,852127,IN,East & North-East,2026-09-06T03:33:59.032832
8704,SAHASWAN,UTTAR PRADESH,243638,IN,North India,2026-09-06T03:33:59.032832
8705,SAIHA,MIZORAM,796901,IN,Other,2026-09-06T03:33:59.032832
8706,SAKHINETIPALLE,ANDHRA PRADESH,533252,IN,South India,2026-09-06T03:33:59.032832
8707,SAKOLI,MAHARASHTRA,441802,IN,West India,2026-09-06T03:33:59.032832
8708,SALBANI,WEST BENGAL,721132,IN,East & North-East,2026-09-06T03:33:59.032832
8709,SALEM,TAMIL NADU,636009,IN,South India,2026-09-06T03:33:59.032832
8710,SALEM,TAMIL NADU,636141,IN,South India,2026-09-06T03:33:59.032832
8711,SALEM,TAMIL NADU,636302,IN,South India,2026-09-06T03:33:59.032832
8712,SALEM,TAMIL NADU,636503,IN,South India,2026-09-06T03:33:59.032832
8713,SALIGAO,GOA,403511,IN,West India,2026-09-06T03:33:59.032832
8714,SALIGRAM UPUPI,KARNATAKA,576225,IN,South India,2026-09-06T03:33:59.032832
8715,SALIGRAMA,KARNATAKA,576221,IN,South India,2026-09-06T03:33:59.032832
8716,"SALKIA, HOWRAH",WEST BENGAL,711106,IN,East & North-East,2026-09-06T03:33:59.032832
8717,SALUR,ANDHRA PRADESH,535591,IN,South India,2026-09-06T03:33:59.032832
8718,SAMALKHA,HARYANA,132101,IN,North India,2026-09-06T03:33:59.032832
8719,SAMALKOT,ANDHRA PRADESH,533440,IN,South India,2026-09-06T03:33:59.032832
8720,"SAMARVARNI, SILVASSA",DADRA AND NAGAR,396230,IN,Other,2026-09-06T03:33:59.032832
8721,SAMASTIPUR,BIHAR,848134,IN,East & North-East,2026-09-06T03:33:59.032832
8722,SAMASTIPUR,BIHAR,848302,IN,East & North-East,2026-09-06T03:33:59.032832
8723,SAMBALPUR,ODISHA,768001,IN,East & North-East,2026-09-06T03:33:59.032832
8724,SAMBALPUR,ODISHA,768002,IN,East & North-East,2026-09-06T03:33:59.032832
8725,SAMBALPUR,ODISHA,768106,IN,East & North-East,2026-09-06T03:33:59.032832
8726,SAMBALPUR,ODISHA,768200,IN,East & North-East,2026-09-06T03:33:59.032832
8727,SAMPLA,HARYANA,124501,IN,North India,2026-09-06T03:33:59.032832
8728,SANASWADI,MAHARASHTRA,412216,IN,West India,2026-09-06T03:33:59.032832
8729,SANDI,UTTAR PRADESH,241403,IN,North India,2026-09-06T03:33:59.032832
8730,SANGAMNER,MAHARASHTRA,422608,IN,West India,2026-09-06T03:33:59.032832
8731,SANGAREDDY,TELANGANA,502294,IN,South India,2026-09-06T03:33:59.032832
8732,SANGLI,MAHARASHTRA,416415,IN,West India,2026-09-06T03:33:59.032832
8733,SANGLI,MAHARASHTRA,416416,IN,West India,2026-09-06T03:33:59.032832
8734,SANGLI,MAHARASHTRA,416425,IN,West India,2026-09-06T03:33:59.032832
8735,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416414,IN,West India,2026-09-06T03:33:59.032832
8736,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416416,IN,West India,2026-09-06T03:33:59.032832
8737,SANGRAMPUR,BIHAR,813212,IN,East & North-East,2026-09-06T03:33:59.032832
8738,SANGRUR,PUNJAB,148001,IN,North India,2026-09-06T03:33:59.032832
8739,SANGUEM,GOA,403704,IN,West India,2026-09-06T03:33:59.032832
8740,SANKARANKOIL,TAMIL NADU,627756,IN,South India,2026-09-06T03:33:59.032832
8741,SANKARI,TAMIL NADU,637301,IN,South India,2026-09-06T03:33:59.032832
8742,SANKRA,CHHATTISGARH,492112,IN,Central India,2026-09-06T03:33:59.032832
8743,SANPADA SECTOR 1,MAHARASHTRA,400705,IN,West India,2026-09-06T03:33:59.032832
8744,SANPARA,ASSAM,781125,IN,East & North-East,2026-09-06T03:33:59.032832
8745,SANQUELIM,GOA,403505,IN,West India,2026-09-06T03:33:59.032832
8746,SANTA CRUZ MUMBAI,MAHARASHTRA,400055,IN,West India,2026-09-06T03:33:59.032832
8747,SANTALDIH,WEST BENGAL,723146,IN,East & North-East,2026-09-06T03:33:59.032832
8748,SANTRAMPUR,GUJARAT,389260,IN,West India,2026-09-06T03:33:59.032832
8749,SAO JOSE DE AREAL,GOA,403709,IN,West India,2026-09-06T03:33:59.032832
8750,"SARAIPALI,  DISTT : MAHASAMUND",CHHATTISGARH,493558,IN,Central India,2026-09-06T03:33:59.032832
8751,"RALLAGUDA BRIDGE, BESIDES MALLIKARJUNA MARBLES AND",TELANGANA,501218,IN,South India,2026-09-06T03:33:59.032832
8752,"RAMACHANDRA PURAM, EAST GODAVARI",ANDHRA PRADESH,533255,IN,South India,2026-09-06T03:33:59.032832
8753,RAMAGUNDAM,TELANGANA,505209,IN,South India,2026-09-06T03:33:59.032832
8754,RAMAGUNDAM,TELANGANA,505214,IN,South India,2026-09-06T03:33:59.032832
8755,RAMANATHAPURAM,TAMIL NADU,623501,IN,South India,2026-09-06T03:33:59.032832
8756,RAMANATHAPURAM,TAMIL NADU,623503,IN,South India,2026-09-06T03:33:59.032832
8757,RAMANATHAPURAM,TAMIL NADU,623524,IN,South India,2026-09-06T03:33:59.032832
8758,RAMANATHAPURAM,TAMIL NADU,623534,IN,South India,2026-09-06T03:33:59.032832
8759,RAMANATTUKARA,KERALA,673633,IN,South India,2026-09-06T03:33:59.032832
8760,RAMGARH,JHARKHAND,825314,IN,East & North-East,2026-09-06T03:33:59.032832
8761,RAMGARH CANTONMENT,JHARKHAND,829122,IN,East & North-East,2026-09-06T03:33:59.032832
8762,RAMPUR,HIMACHAL PRADESH,172001,IN,North India,2026-09-06T03:33:59.032832
8763,RAMPUR,UTTAR PRADESH,244901,IN,North India,2026-09-06T03:33:59.032832
8764,RAMPUR BUSHAHR,HIMACHAL PRADESH,172001,IN,North India,2026-09-06T03:33:59.032832
8765,RANCHI,JHARKHAND,834004,IN,East & North-East,2026-09-06T03:33:59.032832
8766,RANCHI,JHARKHAND,834009,IN,East & North-East,2026-09-06T03:33:59.032832
8767,RANCHI,JHARKHAND,834011,IN,East & North-East,2026-09-06T03:33:59.032832
8768,RANCHI,JHARKHAND,835217,IN,East & North-East,2026-09-06T03:33:59.032832
8769,RANEBENNUR,KARNATAKA,581115,IN,South India,2026-09-06T03:33:59.032832
8770,RANGAPARA,ASSAM,784505,IN,East & North-East,2026-09-06T03:33:59.032832
8771,RANGAREDDY,TELANGANA,500058,IN,South India,2026-09-06T03:33:59.032832
8772,RANGIA,ASSAM,781354,IN,East & North-East,2026-09-06T03:33:59.032832
8773,RANGPO,SIKKIM,737132,IN,Other,2026-09-06T03:33:59.032832
8774,RANIPET,TAMIL NADU,632404,IN,South India,2026-09-06T03:33:59.032832
8775,RANIPOOL,SIKKIM,737135,IN,Other,2026-09-06T03:33:59.032832
8776,RANIPUR,UTTAR PRADESH,284205,IN,North India,2026-09-06T03:33:59.032832
8777,RANPUR,ODISHA,752026,IN,East & North-East,2026-09-06T03:33:59.032832
8778,RASAYANI PANVEL,MAHARASHTRA,410222,IN,West India,2026-09-06T03:33:59.032832
8779,RASIPURAM,TAMIL NADU,637408,IN,South India,2026-09-06T03:33:59.032832
8780,RATANGARH,RAJASTHAN,331022,IN,North India,2026-09-06T03:33:59.032832
8781,RATIA,HARYANA,125051,IN,North India,2026-09-06T03:33:59.032832
8782,RATNAGIRI,MAHARASHTRA,415602,IN,West India,2026-09-06T03:33:59.032832
8783,RATNAGIRI,MAHARASHTRA,415612,IN,West India,2026-09-06T03:33:59.032832
8784,RATNAPUR,TELANGANA,505212,IN,South India,2026-09-06T03:33:59.032832
8785,"RAU,INDORE",MADHYA PRADESH,453331,IN,Central India,2026-09-06T03:33:59.032832
8786,"RAVET, PUNE",MAHARASHTRA,412101,IN,West India,2026-09-06T03:33:59.032832
8787,RAWAN AMBUJA CEMENT PLANT,CHHATTISGARH,493331,IN,Central India,2026-09-06T03:33:59.032832
8788,"RAWET, PUNE",MAHARASHTRA,412101,IN,West India,2026-09-06T03:33:59.032832
8789,RAYADURG,ANDHRA PRADESH,515865,IN,South India,2026-09-06T03:33:59.032832
8790,RAYAGADA,ODISHA,765015,IN,East & North-East,2026-09-06T03:33:59.032832
8791,RAYYA,PUNJAB,143112,IN,North India,2026-09-06T03:33:59.032832
8792,"RAYYA, AMRITSAR",PUNJAB,143112,IN,North India,2026-09-06T03:33:59.032832
8793,REASI,JAMMU & KASHMIR,182311,IN,North India,2026-09-06T03:33:59.032832
8794,REASI,JAMMU & KASHMIR,182312,IN,North India,2026-09-06T03:33:59.032832
8795,RENUKOOT,UTTAR PRADESH,231217,IN,North India,2026-09-06T03:33:59.032832
8796,REPALLE,ANDHRA PRADESH,522265,IN,South India,2026-09-06T03:33:59.032832
8797,REWA,MADHYA PRADESH,486006,IN,Central India,2026-09-06T03:33:59.032832
8798,REWARI,HARYANA,123411,IN,North India,2026-09-06T03:33:59.032832
8799,RIICO INDUSTRIAL AREA GUDLI,RAJASTHAN,313201,IN,North India,2026-09-06T03:33:59.032832
8800,ROHA,MAHARASHTRA,400706,IN,West India,2026-09-06T03:33:59.032832
