MarketingFactKey,DateKey,CampaignKey,ChannelKey,LocationKey,Impressions,Clicks,SpendAmount,LeadsGenerated,ConversionsCount,AttributedSaleAmount,CTR_Pct,CPC_Amount,CostPerLead,CostPerConversion,ROAS,SourceSystem,SourceRecordID,ETL_LoadedAt
428,20241119,13,11,2612,0,0,184.80,0,0,1818.00,0.0000,0.00,0.00,0.00,9.84,Google Ads,A1427,2026-09-07T07:48:42.882130
429,20241130,17,11,2612,0,0,224.41,0,0,1491.00,0.0000,0.00,0.00,0.00,6.64,Google Ads,A1428,2026-09-07T07:48:42.882130
430,20241109,12,11,2612,0,0,249.20,0,0,1044.00,0.0000,0.00,0.00,0.00,4.19,Google Ads,A1429,2026-09-07T07:48:42.882130
431,20241120,6,11,2612,0,0,207.86,0,0,1073.00,0.0000,0.00,0.00,0.00,5.16,Google Ads,A1430,2026-09-07T07:48:42.882130
432,20241116,15,11,2612,0,0,242.56,0,0,1872.00,0.0000,0.00,0.00,0.00,7.72,Google Ads,A1431,2026-09-07T07:48:42.882130
433,20241103,8,11,2612,0,0,212.49,0,0,1888.00,0.0000,0.00,0.00,0.00,8.89,Google Ads,A1432,2026-09-07T07:48:42.882130
434,20241123,16,11,2612,0,0,202.65,0,0,1767.00,0.0000,0.00,0.00,0.00,8.72,Google Ads,A1433,2026-09-07T07:48:42.882130
435,20241112,15,11,2612,0,0,209.78,0,0,1834.00,0.0000,0.00,0.00,0.00,8.74,Google Ads,A1434,2026-09-07T07:48:42.882130
436,20241122,7,11,2612,0,0,233.52,0,0,1760.00,0.0000,0.00,0.00,0.00,7.54,Google Ads,A1435,2026-09-07T07:48:42.882130
437,20241122,8,11,2612,0,0,197.65,0,0,1743.00,0.0000,0.00,0.00,0.00,8.82,Google Ads,A1436,2026-09-07T07:48:42.882130
438,20241109,14,11,2612,0,0,218.67,0,0,1390.00,0.0000,0.00,0.00,0.00,6.36,Google Ads,A1437,2026-09-07T07:48:42.882130
439,20241124,15,11,2612,0,0,233.27,0,0,1238.00,0.0000,0.00,0.00,0.00,5.31,Google Ads,A1438,2026-09-07T07:48:42.882130
440,20241102,1,11,2612,0,0,180.72,0,0,1185.00,0.0000,0.00,0.00,0.00,6.56,Google Ads,A1439,2026-09-07T07:48:42.882130
441,20241102,18,11,2612,0,0,191.84,0,0,1961.00,0.0000,0.00,0.00,0.00,10.22,Google Ads,A1440,2026-09-07T07:48:42.882130
442,20241105,7,11,2612,0,0,186.26,0,0,1048.00,0.0000,0.00,0.00,0.00,5.63,Google Ads,A1441,2026-09-07T07:48:42.882130
443,20241125,10,11,2612,0,0,186.07,0,0,1053.00,0.0000,0.00,0.00,0.00,5.66,Google Ads,A1442,2026-09-07T07:48:42.882130
444,20241119,13,11,2612,0,0,239.69,0,0,1493.00,0.0000,0.00,0.00,0.00,6.23,Google Ads,A1443,2026-09-07T07:48:42.882130
445,20241103,10,11,2612,0,0,199.66,0,0,1059.00,0.0000,0.00,0.00,0.00,5.30,Google Ads,A1444,2026-09-07T07:48:42.882130
446,20241116,9,11,2612,0,0,211.85,0,0,1309.00,0.0000,0.00,0.00,0.00,6.18,Google Ads,A1445,2026-09-07T07:48:42.882130
447,20241117,16,11,2612,0,0,236.03,0,0,1220.00,0.0000,0.00,0.00,0.00,5.17,Google Ads,A1446,2026-09-07T07:48:42.882130
448,20241126,8,11,2612,0,0,229.71,0,0,1467.00,0.0000,0.00,0.00,0.00,6.39,Google Ads,A1447,2026-09-07T07:48:42.882130
449,20241104,3,11,2612,0,0,239.31,0,0,1536.00,0.0000,0.00,0.00,0.00,6.42,Google Ads,A1448,2026-09-07T07:48:42.882130
450,20241114,11,11,2612,0,0,209.80,0,0,1296.00,0.0000,0.00,0.00,0.00,6.18,Google Ads,A1449,2026-09-07T07:48:42.882130
451,20241115,1,11,2612,0,0,245.32,0,0,1904.00,0.0000,0.00,0.00,0.00,7.76,Google Ads,A1450,2026-09-07T07:48:42.882130
452,20241121,10,11,2612,0,0,211.88,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1451,2026-09-07T07:48:42.882130
453,20241110,16,11,2612,0,0,206.91,0,0,1009.00,0.0000,0.00,0.00,0.00,4.88,Google Ads,A1452,2026-09-07T07:48:42.882130
454,20241120,4,11,2612,0,0,207.05,0,0,1421.00,0.0000,0.00,0.00,0.00,6.86,Google Ads,A1453,2026-09-07T07:48:42.882130
455,20241107,2,11,2612,0,0,242.18,0,0,1080.00,0.0000,0.00,0.00,0.00,4.46,Google Ads,A1454,2026-09-07T07:48:42.882130
456,20241105,8,11,2612,0,0,249.33,0,0,1879.00,0.0000,0.00,0.00,0.00,7.54,Google Ads,A1455,2026-09-07T07:48:42.882130
457,20241118,9,11,2612,0,0,201.30,0,0,1080.00,0.0000,0.00,0.00,0.00,5.37,Google Ads,A1456,2026-09-07T07:48:42.882130
458,20241127,9,11,2612,0,0,234.72,0,0,1046.00,0.0000,0.00,0.00,0.00,4.46,Google Ads,A1457,2026-09-07T07:48:42.882130
459,20241107,16,11,2612,0,0,206.59,0,0,1042.00,0.0000,0.00,0.00,0.00,5.04,Google Ads,A1458,2026-09-07T07:48:42.882130
460,20241125,10,11,2612,0,0,183.28,0,0,1571.00,0.0000,0.00,0.00,0.00,8.57,Google Ads,A1459,2026-09-07T07:48:42.882130
461,20241127,14,11,2612,0,0,246.09,0,0,1910.00,0.0000,0.00,0.00,0.00,7.76,Google Ads,A1460,2026-09-07T07:48:42.882130
462,20241128,2,11,2612,0,0,213.50,0,0,1754.00,0.0000,0.00,0.00,0.00,8.22,Google Ads,A1461,2026-09-07T07:48:42.882130
463,20241114,8,11,2612,0,0,237.62,0,0,1719.00,0.0000,0.00,0.00,0.00,7.23,Google Ads,A1462,2026-09-07T07:48:42.882130
464,20241130,12,11,2612,0,0,223.13,0,0,1544.00,0.0000,0.00,0.00,0.00,6.92,Google Ads,A1463,2026-09-07T07:48:42.882130
465,20241101,11,11,2612,0,0,202.76,0,0,1577.00,0.0000,0.00,0.00,0.00,7.78,Google Ads,A1464,2026-09-07T07:48:42.882130
466,20241122,12,11,2612,0,0,194.92,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1465,2026-09-07T07:48:42.882130
467,20241118,8,11,2612,0,0,206.74,0,0,1815.00,0.0000,0.00,0.00,0.00,8.78,Google Ads,A1466,2026-09-07T07:48:42.882130
468,20241109,17,11,2612,0,0,188.98,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1467,2026-09-07T07:48:42.882130
469,20241105,18,11,2612,0,0,208.33,0,0,1932.00,0.0000,0.00,0.00,0.00,9.27,Google Ads,A1468,2026-09-07T07:48:42.882130
470,20241112,6,11,2612,0,0,210.53,0,0,1532.00,0.0000,0.00,0.00,0.00,7.28,Google Ads,A1469,2026-09-07T07:48:42.882130
471,20241122,13,11,2612,0,0,212.84,0,0,1125.00,0.0000,0.00,0.00,0.00,5.29,Google Ads,A1470,2026-09-07T07:48:42.882130
472,20241130,1,11,2612,0,0,229.97,0,0,2000.00,0.0000,0.00,0.00,0.00,8.70,Google Ads,A1471,2026-09-07T07:48:42.882130
473,20241119,10,11,2612,0,0,191.89,0,0,1735.00,0.0000,0.00,0.00,0.00,9.04,Google Ads,A1472,2026-09-07T07:48:42.882130
474,20241109,4,11,2612,0,0,183.26,0,0,1430.00,0.0000,0.00,0.00,0.00,7.80,Google Ads,A1473,2026-09-07T07:48:42.882130
475,20241129,11,11,2612,0,0,211.40,0,0,1247.00,0.0000,0.00,0.00,0.00,5.90,Google Ads,A1474,2026-09-07T07:48:42.882130
476,20241116,5,11,2612,0,0,224.69,0,0,1580.00,0.0000,0.00,0.00,0.00,7.03,Google Ads,A1475,2026-09-07T07:48:42.882130
477,20241124,7,11,2612,0,0,188.82,0,0,1837.00,0.0000,0.00,0.00,0.00,9.73,Google Ads,A1476,2026-09-07T07:48:42.882130
478,20241126,12,11,2612,0,0,224.58,0,0,1565.00,0.0000,0.00,0.00,0.00,6.97,Google Ads,A1477,2026-09-07T07:48:42.882130
479,20241116,15,11,2612,0,0,232.48,0,0,1888.00,0.0000,0.00,0.00,0.00,8.12,Google Ads,A1478,2026-09-07T07:48:42.882130
480,20241124,2,11,2612,0,0,180.72,0,0,1627.00,0.0000,0.00,0.00,0.00,9.00,Google Ads,A1479,2026-09-07T07:48:42.882130
481,20241118,11,11,2612,0,0,214.46,0,0,1589.00,0.0000,0.00,0.00,0.00,7.41,Google Ads,A1480,2026-09-07T07:48:42.882130
482,20241122,15,11,2612,0,0,181.22,0,0,1270.00,0.0000,0.00,0.00,0.00,7.01,Google Ads,A1481,2026-09-07T07:48:42.882130
483,20241124,6,11,2612,0,0,246.09,0,0,1592.00,0.0000,0.00,0.00,0.00,6.47,Google Ads,A1482,2026-09-07T07:48:42.882130
484,20241118,7,11,2612,0,0,218.37,0,0,1268.00,0.0000,0.00,0.00,0.00,5.81,Google Ads,A1483,2026-09-07T07:48:42.882130
485,20241113,14,11,2612,0,0,243.78,0,0,1770.00,0.0000,0.00,0.00,0.00,7.26,Google Ads,A1484,2026-09-07T07:48:42.882130
486,20241120,2,11,2612,0,0,236.86,0,0,1617.00,0.0000,0.00,0.00,0.00,6.83,Google Ads,A1485,2026-09-07T07:48:42.882130
487,20241101,7,11,2612,0,0,185.09,0,0,1000.00,0.0000,0.00,0.00,0.00,5.40,Google Ads,A1486,2026-09-07T07:48:42.882130
488,20241125,12,11,2612,0,0,223.29,0,0,1538.00,0.0000,0.00,0.00,0.00,6.89,Google Ads,A1487,2026-09-07T07:48:42.882130
489,20241104,1,11,2612,0,0,241.38,0,0,1910.00,0.0000,0.00,0.00,0.00,7.91,Google Ads,A1488,2026-09-07T07:48:42.882130
490,20241102,18,11,2612,0,0,221.64,0,0,1006.00,0.0000,0.00,0.00,0.00,4.54,Google Ads,A1489,2026-09-07T07:48:42.882130
491,20241101,14,11,2612,0,0,200.40,0,0,1882.00,0.0000,0.00,0.00,0.00,9.39,Google Ads,A1490,2026-09-07T07:48:42.882130
492,20241105,3,11,2612,0,0,210.70,0,0,1146.00,0.0000,0.00,0.00,0.00,5.44,Google Ads,A1491,2026-09-07T07:48:42.882130
493,20241127,15,11,2612,0,0,200.88,0,0,1125.00,0.0000,0.00,0.00,0.00,5.60,Google Ads,A1492,2026-09-07T07:48:42.882130
494,20241128,13,11,2612,0,0,232.94,0,0,1421.00,0.0000,0.00,0.00,0.00,6.10,Google Ads,A1493,2026-09-07T07:48:42.882130
495,20241115,10,11,2612,0,0,228.13,0,0,1680.00,0.0000,0.00,0.00,0.00,7.36,Google Ads,A1494,2026-09-07T07:48:42.882130
496,20241123,1,11,2612,0,0,0.00,0,0,1208.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1495,2026-09-07T07:48:42.882130
497,20241114,2,11,2612,0,0,247.84,0,0,1127.00,0.0000,0.00,0.00,0.00,4.55,Google Ads,A1496,2026-09-07T07:48:42.882130
498,20241109,10,11,2612,0,0,239.29,0,0,1497.00,0.0000,0.00,0.00,0.00,6.26,Google Ads,A1497,2026-09-07T07:48:42.882130
499,20241121,17,11,2612,0,0,201.73,0,0,1906.00,0.0000,0.00,0.00,0.00,9.45,Google Ads,A1498,2026-09-07T07:48:42.882130
500,20241129,10,11,2612,0,0,189.09,0,0,1892.00,0.0000,0.00,0.00,0.00,10.01,Google Ads,A1499,2026-09-07T07:48:42.882130
501,20241113,8,11,2612,0,0,210.60,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1500,2026-09-07T07:48:42.882130
502,20241108,15,11,2612,0,0,211.95,0,0,1444.00,0.0000,0.00,0.00,0.00,6.81,Google Ads,A1501,2026-09-07T07:48:42.882130
503,20241129,1,11,2612,0,0,0.00,0,0,1604.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1502,2026-09-07T07:48:42.882130
504,20241123,12,11,2612,0,0,217.60,0,0,1900.00,0.0000,0.00,0.00,0.00,8.73,Google Ads,A1503,2026-09-07T07:48:42.882130
505,20241126,17,11,2612,0,0,225.16,0,0,1563.00,0.0000,0.00,0.00,0.00,6.94,Google Ads,A1504,2026-09-07T07:48:42.882130
506,20241114,6,11,2612,0,0,182.98,0,0,1102.00,0.0000,0.00,0.00,0.00,6.02,Google Ads,A1505,2026-09-07T07:48:42.882130
507,20241129,2,11,2612,0,0,198.53,0,0,1749.00,0.0000,0.00,0.00,0.00,8.81,Google Ads,A1506,2026-09-07T07:48:42.882130
508,20241101,3,11,2612,0,0,247.59,0,0,1295.00,0.0000,0.00,0.00,0.00,5.23,Google Ads,A1507,2026-09-07T07:48:42.882130
509,20241111,2,11,2612,0,0,221.76,0,0,1338.00,0.0000,0.00,0.00,0.00,6.03,Google Ads,A1508,2026-09-07T07:48:42.882130
510,20241106,17,11,2612,0,0,0.00,0,0,1267.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1509,2026-09-07T07:48:42.882130
511,20241128,17,11,2612,0,0,224.17,0,0,1904.00,0.0000,0.00,0.00,0.00,8.49,Google Ads,A1510,2026-09-07T07:48:42.882130
512,20241130,18,11,2612,0,0,238.29,0,0,1245.00,0.0000,0.00,0.00,0.00,5.22,Google Ads,A1511,2026-09-07T07:48:42.882130
513,20241129,15,11,2612,0,0,195.58,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1512,2026-09-07T07:48:42.882130
514,20241119,10,11,2612,0,0,0.00,0,0,1254.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1513,2026-09-07T07:48:42.882130
515,20241107,2,11,2612,0,0,237.07,0,0,1667.00,0.0000,0.00,0.00,0.00,7.03,Google Ads,A1514,2026-09-07T07:48:42.882130
516,20241129,6,11,2612,0,0,221.73,0,0,1292.00,0.0000,0.00,0.00,0.00,5.83,Google Ads,A1515,2026-09-07T07:48:42.882130
517,20241114,1,11,2612,0,0,208.40,0,0,1890.00,0.0000,0.00,0.00,0.00,9.07,Google Ads,A1516,2026-09-07T07:48:42.882130
518,20241123,8,11,2612,0,0,182.27,0,0,1255.00,0.0000,0.00,0.00,0.00,6.89,Google Ads,A1517,2026-09-07T07:48:42.882130
519,20241102,1,11,2612,0,0,244.38,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1518,2026-09-07T07:48:42.882130
520,20241130,3,11,2612,0,0,226.32,0,0,1596.00,0.0000,0.00,0.00,0.00,7.05,Google Ads,A1519,2026-09-07T07:48:42.882130
521,20241125,7,11,2612,0,0,182.01,0,0,1490.00,0.0000,0.00,0.00,0.00,8.19,Google Ads,A1520,2026-09-07T07:48:42.882130
522,20241115,14,11,2612,0,0,187.02,0,0,1586.00,0.0000,0.00,0.00,0.00,8.48,Google Ads,A1521,2026-09-07T07:48:42.882130
523,20241108,9,11,2612,0,0,233.73,0,0,1998.00,0.0000,0.00,0.00,0.00,8.55,Google Ads,A1522,2026-09-07T07:48:42.882130
524,20241113,11,11,2612,0,0,246.63,0,0,1598.00,0.0000,0.00,0.00,0.00,6.48,Google Ads,A1523,2026-09-07T07:48:42.882130
525,20241113,17,11,2612,0,0,214.35,0,0,1596.00,0.0000,0.00,0.00,0.00,7.45,Google Ads,A1524,2026-09-07T07:48:42.882130
526,20241115,17,11,2612,0,0,244.73,0,0,1365.00,0.0000,0.00,0.00,0.00,5.58,Google Ads,A1525,2026-09-07T07:48:42.882130
527,20241126,5,11,2612,0,0,208.63,0,0,1443.00,0.0000,0.00,0.00,0.00,6.92,Google Ads,A1526,2026-09-07T07:48:42.882130
528,20241126,10,11,2612,0,0,202.48,0,0,1215.00,0.0000,0.00,0.00,0.00,6.00,Google Ads,A1527,2026-09-07T07:48:42.882130
529,20241106,14,11,2612,0,0,235.20,0,0,1036.00,0.0000,0.00,0.00,0.00,4.40,Google Ads,A1528,2026-09-07T07:48:42.882130
530,20241101,7,11,2612,0,0,240.45,0,0,1700.00,0.0000,0.00,0.00,0.00,7.07,Google Ads,A1529,2026-09-07T07:48:42.882130
531,20241120,2,11,2612,0,0,200.71,0,0,1428.00,0.0000,0.00,0.00,0.00,7.11,Google Ads,A1530,2026-09-07T07:48:42.882130
532,20241117,10,11,2612,0,0,216.02,0,0,1654.00,0.0000,0.00,0.00,0.00,7.66,Google Ads,A1531,2026-09-07T07:48:42.882130
533,20241118,14,11,2612,0,0,191.35,0,0,1133.00,0.0000,0.00,0.00,0.00,5.92,Google Ads,A1532,2026-09-07T07:48:42.882130
534,20241116,10,11,2612,0,0,203.23,0,0,1745.00,0.0000,0.00,0.00,0.00,8.59,Google Ads,A1533,2026-09-07T07:48:42.882130
535,20241107,9,11,2612,0,0,202.21,0,0,1065.00,0.0000,0.00,0.00,0.00,5.27,Google Ads,A1534,2026-09-07T07:48:42.882130
536,20241122,11,11,2612,0,0,217.67,0,0,1226.00,0.0000,0.00,0.00,0.00,5.63,Google Ads,A1535,2026-09-07T07:48:42.882130
537,20241124,2,11,2612,0,0,205.53,0,0,1241.00,0.0000,0.00,0.00,0.00,6.04,Google Ads,A1536,2026-09-07T07:48:42.882130
538,20241115,7,11,2612,0,0,246.52,0,0,1159.00,0.0000,0.00,0.00,0.00,4.70,Google Ads,A1537,2026-09-07T07:48:42.882130
539,20241128,4,11,2612,0,0,233.32,0,0,1008.00,0.0000,0.00,0.00,0.00,4.32,Google Ads,A1538,2026-09-07T07:48:42.882130
540,20241123,8,11,2612,0,0,200.98,0,0,1476.00,0.0000,0.00,0.00,0.00,7.34,Google Ads,A1539,2026-09-07T07:48:42.882130
541,20241128,14,11,2612,0,0,218.60,0,0,1943.00,0.0000,0.00,0.00,0.00,8.89,Google Ads,A1540,2026-09-07T07:48:42.882130
542,20241108,1,11,2612,0,0,245.34,0,0,1488.00,0.0000,0.00,0.00,0.00,6.07,Google Ads,A1541,2026-09-07T07:48:42.882130
543,20241101,16,11,2612,0,0,196.83,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1542,2026-09-07T07:48:42.882130
544,20241117,13,11,2612,0,0,207.62,0,0,1811.00,0.0000,0.00,0.00,0.00,8.72,Google Ads,A1543,2026-09-07T07:48:42.882130
545,20241114,4,11,2612,0,0,195.98,0,0,1873.00,0.0000,0.00,0.00,0.00,9.56,Google Ads,A1544,2026-09-07T07:48:42.882130
546,20241127,13,11,2612,0,0,197.47,0,0,1952.00,0.0000,0.00,0.00,0.00,9.89,Google Ads,A1545,2026-09-07T07:48:42.882130
547,20241114,1,11,2612,0,0,198.01,0,0,1161.00,0.0000,0.00,0.00,0.00,5.86,Google Ads,A1546,2026-09-07T07:48:42.882130
548,20241111,17,11,2612,0,0,230.77,0,0,1504.00,0.0000,0.00,0.00,0.00,6.52,Google Ads,A1547,2026-09-07T07:48:42.882130
549,20241120,17,11,2612,0,0,223.30,0,0,1859.00,0.0000,0.00,0.00,0.00,8.33,Google Ads,A1548,2026-09-07T07:48:42.882130
550,20241124,12,11,2612,0,0,217.35,0,0,1751.00,0.0000,0.00,0.00,0.00,8.06,Google Ads,A1549,2026-09-07T07:48:42.882130
551,20241103,15,11,2612,0,0,192.52,0,0,1221.00,0.0000,0.00,0.00,0.00,6.34,Google Ads,A1550,2026-09-07T07:48:42.882130
552,20241111,17,11,2612,0,0,180.80,0,0,1822.00,0.0000,0.00,0.00,0.00,10.08,Google Ads,A1551,2026-09-07T07:48:42.882130
553,20241115,9,11,2612,0,0,233.76,0,0,1973.00,0.0000,0.00,0.00,0.00,8.44,Google Ads,A1552,2026-09-07T07:48:42.882130
554,20241122,17,11,2612,0,0,184.25,0,0,1985.00,0.0000,0.00,0.00,0.00,10.77,Google Ads,A1553,2026-09-07T07:48:42.882130
555,20241129,13,11,2612,0,0,246.66,0,0,1921.00,0.0000,0.00,0.00,0.00,7.79,Google Ads,A1554,2026-09-07T07:48:42.882130
556,20241103,4,11,2612,0,0,199.94,0,0,1454.00,0.0000,0.00,0.00,0.00,7.27,Google Ads,A1555,2026-09-07T07:48:42.882130
557,20241105,15,11,2612,0,0,204.12,0,0,1386.00,0.0000,0.00,0.00,0.00,6.79,Google Ads,A1556,2026-09-07T07:48:42.882130
558,20241103,18,11,2612,0,0,214.46,0,0,1179.00,0.0000,0.00,0.00,0.00,5.50,Google Ads,A1557,2026-09-07T07:48:42.882130
559,20241115,1,11,2612,0,0,210.00,0,0,1945.00,0.0000,0.00,0.00,0.00,9.26,Google Ads,A1558,2026-09-07T07:48:42.882130
560,20241128,17,11,2612,0,0,191.50,0,0,1429.00,0.0000,0.00,0.00,0.00,7.46,Google Ads,A1559,2026-09-07T07:48:42.882130
561,20241110,11,11,2612,0,0,0.00,0,0,1489.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1560,2026-09-07T07:48:42.882130
562,20241123,6,11,2612,0,0,206.31,0,0,1426.00,0.0000,0.00,0.00,0.00,6.91,Google Ads,A1561,2026-09-07T07:48:42.882130
563,20241121,11,11,2612,0,0,222.17,0,0,1407.00,0.0000,0.00,0.00,0.00,6.33,Google Ads,A1562,2026-09-07T07:48:42.882130
564,20241110,8,11,2612,0,0,240.99,0,0,1951.00,0.0000,0.00,0.00,0.00,8.10,Google Ads,A1563,2026-09-07T07:48:42.882130
565,20241119,6,11,2612,0,0,222.98,0,0,1654.00,0.0000,0.00,0.00,0.00,7.42,Google Ads,A1564,2026-09-07T07:48:42.882130
566,20241122,4,11,2612,0,0,0.00,0,0,1453.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1565,2026-09-07T07:48:42.882130
567,20241103,7,11,2612,0,0,222.28,0,0,1630.00,0.0000,0.00,0.00,0.00,7.33,Google Ads,A1566,2026-09-07T07:48:42.882130
568,20241103,9,11,2612,0,0,196.02,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1567,2026-09-07T07:48:42.882130
569,20241125,2,11,2612,0,0,239.88,0,0,1745.00,0.0000,0.00,0.00,0.00,7.27,Google Ads,A1568,2026-09-07T07:48:42.882130
570,20241116,1,11,2612,0,0,181.40,0,0,1966.00,0.0000,0.00,0.00,0.00,10.84,Google Ads,A1569,2026-09-07T07:48:42.882130
571,20241130,11,11,2612,0,0,234.69,0,0,1264.00,0.0000,0.00,0.00,0.00,5.39,Google Ads,A1570,2026-09-07T07:48:42.882130
572,20241102,7,11,2612,0,0,205.83,0,0,1728.00,0.0000,0.00,0.00,0.00,8.40,Google Ads,A1571,2026-09-07T07:48:42.882130
573,20241106,5,11,2612,0,0,247.70,0,0,1687.00,0.0000,0.00,0.00,0.00,6.81,Google Ads,A1572,2026-09-07T07:48:42.882130
574,20241103,17,11,2612,0,0,220.43,0,0,1218.00,0.0000,0.00,0.00,0.00,5.53,Google Ads,A1573,2026-09-07T07:48:42.882130
575,20241113,15,11,2612,0,0,241.61,0,0,1191.00,0.0000,0.00,0.00,0.00,4.93,Google Ads,A1574,2026-09-07T07:48:42.882130
576,20241101,9,11,2612,0,0,224.35,0,0,1087.00,0.0000,0.00,0.00,0.00,4.85,Google Ads,A1575,2026-09-07T07:48:42.882130
577,20241129,18,11,2612,0,0,200.17,0,0,1405.00,0.0000,0.00,0.00,0.00,7.02,Google Ads,A1576,2026-09-07T07:48:42.882130
578,20241120,17,11,2612,0,0,243.35,0,0,1975.00,0.0000,0.00,0.00,0.00,8.12,Google Ads,A1577,2026-09-07T07:48:42.882130
579,20241110,17,11,2612,0,0,249.64,0,0,1388.00,0.0000,0.00,0.00,0.00,5.56,Google Ads,A1578,2026-09-07T07:48:42.882130
580,20241122,12,11,2612,0,0,188.60,0,0,1140.00,0.0000,0.00,0.00,0.00,6.04,Google Ads,A1579,2026-09-07T07:48:42.882130
581,20241109,11,11,2612,0,0,180.82,0,0,1847.00,0.0000,0.00,0.00,0.00,10.21,Google Ads,A1580,2026-09-07T07:48:42.882130
582,20241102,12,11,2612,0,0,194.67,0,0,1234.00,0.0000,0.00,0.00,0.00,6.34,Google Ads,A1581,2026-09-07T07:48:42.882130
583,20241118,3,11,2612,0,0,205.46,0,0,1671.00,0.0000,0.00,0.00,0.00,8.13,Google Ads,A1582,2026-09-07T07:48:42.882130
584,20241118,3,11,2612,0,0,233.44,0,0,1374.00,0.0000,0.00,0.00,0.00,5.89,Google Ads,A1583,2026-09-07T07:48:42.882130
585,20241119,16,11,2612,0,0,205.23,0,0,1746.00,0.0000,0.00,0.00,0.00,8.51,Google Ads,A1584,2026-09-07T07:48:42.882130
586,20241127,10,11,2612,0,0,224.28,0,0,1108.00,0.0000,0.00,0.00,0.00,4.94,Google Ads,A1585,2026-09-07T07:48:42.882130
587,20241109,13,11,2612,0,0,187.89,0,0,1360.00,0.0000,0.00,0.00,0.00,7.24,Google Ads,A1586,2026-09-07T07:48:42.882130
588,20241115,16,11,2612,0,0,210.13,0,0,1234.00,0.0000,0.00,0.00,0.00,5.87,Google Ads,A1587,2026-09-07T07:48:42.882130
589,20241127,18,11,2612,0,0,246.53,0,0,1217.00,0.0000,0.00,0.00,0.00,4.94,Google Ads,A1588,2026-09-07T07:48:42.882130
590,20241103,16,11,2612,0,0,197.32,0,0,1438.00,0.0000,0.00,0.00,0.00,7.29,Google Ads,A1589,2026-09-07T07:48:42.882130
591,20241124,10,11,2612,0,0,239.76,0,0,1910.00,0.0000,0.00,0.00,0.00,7.97,Google Ads,A1590,2026-09-07T07:48:42.882130
592,20241129,5,11,2612,0,0,243.09,0,0,1535.00,0.0000,0.00,0.00,0.00,6.31,Google Ads,A1591,2026-09-07T07:48:42.882130
593,20241115,18,11,2612,0,0,227.96,0,0,1566.00,0.0000,0.00,0.00,0.00,6.87,Google Ads,A1592,2026-09-07T07:48:42.882130
594,20241104,11,11,2612,0,0,227.24,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1593,2026-09-07T07:48:42.882130
595,20241123,13,11,2612,0,0,243.45,0,0,1782.00,0.0000,0.00,0.00,0.00,7.32,Google Ads,A1594,2026-09-07T07:48:42.882130
596,20241105,9,11,2612,0,0,215.89,0,0,1906.00,0.0000,0.00,0.00,0.00,8.83,Google Ads,A1595,2026-09-07T07:48:42.882130
597,20241112,14,11,2612,0,0,203.65,0,0,1731.00,0.0000,0.00,0.00,0.00,8.50,Google Ads,A1596,2026-09-07T07:48:42.882130
598,20241130,15,11,2612,0,0,224.31,0,0,1423.00,0.0000,0.00,0.00,0.00,6.34,Google Ads,A1597,2026-09-07T07:48:42.882130
599,20241113,1,11,2612,0,0,218.71,0,0,1568.00,0.0000,0.00,0.00,0.00,7.17,Google Ads,A1598,2026-09-07T07:48:42.882130
600,20241108,17,11,2612,0,0,242.32,0,0,1381.00,0.0000,0.00,0.00,0.00,5.70,Google Ads,A1599,2026-09-07T07:48:42.882130
601,20241121,1,11,2612,0,0,214.05,0,0,1064.00,0.0000,0.00,0.00,0.00,4.97,Google Ads,A1600,2026-09-07T07:48:42.882130
602,20241109,3,11,2612,0,0,222.62,0,0,1716.00,0.0000,0.00,0.00,0.00,7.71,Google Ads,A1601,2026-09-07T07:48:42.882130
603,20241110,16,11,2612,0,0,193.01,0,0,1789.00,0.0000,0.00,0.00,0.00,9.27,Google Ads,A1602,2026-09-07T07:48:42.882130
604,20241125,1,11,2612,0,0,222.01,0,0,1514.00,0.0000,0.00,0.00,0.00,6.82,Google Ads,A1603,2026-09-07T07:48:42.882130
605,20241119,9,11,2612,0,0,212.60,0,0,1713.00,0.0000,0.00,0.00,0.00,8.06,Google Ads,A1604,2026-09-07T07:48:42.882130
606,20241124,10,11,2612,0,0,226.37,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A1605,2026-09-07T07:48:42.882130
607,20241116,14,11,2612,0,0,229.38,0,0,1322.00,0.0000,0.00,0.00,0.00,5.76,Google Ads,A1606,2026-09-07T07:48:42.882130
