LeadFactKey,CustomerKey,LocationKey,TimeSpentOnSite,EstimatedSalary,HasConverted,LeadQualityTier,SourceSystem,ETL_LoadedAt
226,43868,1,33.73,64389.14,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
227,43585,1,40.22,67491.60,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
228,43536,1,34.96,60074.24,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
229,43778,1,28.27,82395.64,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
230,43712,1,27.71,48659.57,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
231,43666,1,33.91,77611.43,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
232,43492,1,19.85,19295.77,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
233,43444,1,34.91,39990.79,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
234,43466,1,44.68,57218.00,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
235,43885,1,46.29,51531.08,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
236,43672,1,37.21,55837.22,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
237,43482,1,46.63,63853.43,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
238,43866,1,30.97,73565.32,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
239,43415,1,26.41,28349.21,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
240,43611,1,17.65,44482.23,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
241,43881,1,26.91,61418.45,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
242,43647,1,20.33,38057.41,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
243,43643,1,22.46,7050.78,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
244,43504,1,27.43,40814.48,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
245,43617,1,24.53,52068.02,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
246,43579,1,36.60,72243.39,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
247,43727,1,37.00,44968.82,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
248,43673,1,29.06,54969.64,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
249,43872,1,27.67,47816.32,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
250,43637,1,27.67,3993.15,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
251,43442,1,56.43,60976.07,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
252,43805,1,46.45,70486.66,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
253,43428,1,27.73,47093.54,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
254,43563,1,42.91,55896.75,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
255,43550,1,31.52,35277.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
256,43867,14482,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
257,43591,14482,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
258,43867,14488,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
259,43591,14488,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
260,43867,14497,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
261,43591,14497,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
262,43867,14500,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
263,43591,14500,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
264,43867,14503,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
265,43591,14503,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
266,43867,14506,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
267,43591,14506,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
268,43867,14508,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
269,43591,14508,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
270,43867,14517,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
271,43591,14517,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
272,43867,14519,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
273,43591,14519,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
274,43867,14521,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
275,43591,14521,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
276,43867,14537,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
277,43591,14537,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
278,43867,14540,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
279,43591,14540,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
280,43867,14546,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
281,43591,14546,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
282,43867,14550,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
283,43591,14550,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
284,43867,14552,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
285,43591,14552,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
286,43867,14557,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
287,43591,14557,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
288,43867,14562,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
289,43591,14562,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
290,43867,14564,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
291,43591,14564,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
292,43867,14565,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
293,43591,14565,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
294,43867,14568,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
295,43591,14568,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
296,43867,14576,27.02,49795.26,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
297,43591,14576,41.70,54520.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
298,43600,1,41.54,55792.70,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
299,43864,1,27.29,52587.05,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
300,43438,1,23.30,52564.76,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
301,43892,1,27.83,51644.49,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
302,43839,1,30.69,81129.61,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
303,43588,1,13.22,41686.82,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
304,43616,1,39.17,77900.18,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
305,43728,1,15.56,55052.91,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
306,43692,1,36.06,50105.88,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
307,43627,1,44.66,75426.28,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
308,43494,1,54.00,44373.40,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
309,43812,1,20.42,40114.16,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
310,43690,1,26.79,51691.33,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
311,43689,1,22.96,35048.06,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
312,43788,1,36.05,61233.46,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
313,43419,1,40.49,63514.82,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
314,43430,1,32.00,42419.66,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
315,43850,1,39.25,42504.88,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
316,43551,1,29.49,37611.84,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
317,43614,1,42.19,48020.57,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
318,43777,1,37.17,63100.67,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
319,43554,1,30.78,26311.63,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
320,43708,1,30.58,65742.85,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
321,43463,1,28.55,36621.60,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
322,43768,1,27.91,39615.39,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
323,43604,1,38.32,53360.39,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
324,43703,1,26.41,55388.71,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
325,43844,1,29.77,72535.30,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
326,43569,1,50.27,75305.25,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
327,43630,1,44.14,59156.45,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
328,43642,1,38.24,52840.91,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
329,43448,1,34.72,80745.01,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
330,43584,1,40.15,74444.75,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
331,43819,1,26.34,37225.22,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
332,43488,1,23.09,40648.69,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
333,43553,1,45.66,77879.47,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
334,43659,1,35.84,34039.32,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
335,43508,1,40.52,77375.01,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
336,43808,1,44.64,31282.86,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
337,43577,1,31.87,56862.72,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
338,43756,1,26.30,65398.52,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
339,43670,1,30.22,33466.30,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
340,43520,1,41.96,63479.26,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
341,43826,1,31.27,41941.59,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
342,43400,1,28.86,55595.29,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
343,43744,1,50.23,31707.32,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
344,43497,1,29.46,37089.15,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
345,43821,1,42.15,24325.74,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
346,43510,1,5.00,47329.57,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
347,43417,1,33.74,70033.41,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
348,43650,1,23.43,26215.84,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
349,43656,1,25.32,82452.21,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
350,43680,1,52.01,80642.65,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
351,43486,1,39.45,81958.85,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
352,43623,1,29.23,65677.09,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
353,43889,1,30.27,84100.27,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
354,43644,1,32.24,30772.33,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
355,43472,1,30.85,30562.37,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
356,43582,1,33.84,19031.97,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
357,43413,1,28.92,40110.81,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
358,43884,1,35.93,31644.00,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
359,43566,1,25.37,37192.02,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
360,43824,1,18.77,39413.96,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
361,43598,1,25.58,5205.17,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
362,43633,1,41.36,73157.85,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
363,43802,1,24.35,39941.88,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
364,43454,1,32.44,51677.70,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
365,43752,1,27.18,54994.55,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
366,43568,1,35.50,65822.95,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
367,43433,1,37.14,51733.66,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
368,43541,1,26.62,76505.56,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
369,43546,1,22.44,35917.85,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
370,43687,1,23.56,43072.57,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
371,43548,1,27.46,40106.61,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
372,43771,1,43.28,54123.65,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
373,43464,1,29.99,77059.75,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
374,43742,1,29.76,30445.16,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
375,43528,1,37.90,60271.28,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
376,43427,1,35.31,12318.96,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
377,43668,1,13.19,24231.09,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
378,43597,1,51.34,45686.29,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
379,43460,1,40.50,52623.65,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
380,43660,1,44.12,55553.57,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
381,43794,1,38.65,57793.43,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
382,43431,1,33.52,50702.52,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
383,43592,1,28.76,69130.79,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
384,43594,1,47.53,93024.49,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
385,43414,1,48.86,73141.85,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
386,43420,1,10.86,15809.81,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
387,43739,1,44.24,90459.34,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
388,43518,1,36.82,75099.42,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
389,43848,1,29.72,77240.46,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
390,43432,1,35.31,54846.03,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
391,43589,1,24.33,59873.52,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
392,43562,1,35.36,25150.49,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
393,43729,1,32.95,58244.19,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
394,43543,1,35.12,71480.48,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
395,43636,1,23.40,65057.10,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
396,43512,1,19.29,50991.43,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
397,43479,1,37.57,40383.56,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
398,43815,1,41.61,80805.69,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
399,43523,1,25.36,56313.85,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
400,43505,1,37.64,46736.46,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
401,43405,1,28.92,27512.09,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
402,43877,1,46.40,56088.84,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
403,43535,1,34.51,92847.69,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
404,43639,1,26.01,36948.35,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
405,43882,1,38.62,48343.44,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
406,43537,1,39.46,33843.66,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
407,43626,1,46.73,69916.67,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
408,43596,1,40.29,20259.52,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
409,43526,1,42.01,62045.42,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
410,43625,1,27.60,32242.32,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
411,43434,1,23.36,60421.50,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
412,43746,1,11.86,45622.08,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
413,43446,1,34.83,50151.33,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
414,43402,1,7.76,34221.12,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
415,43698,1,24.63,27792.46,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
416,43493,1,36.18,45151.86,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
417,43725,1,30.73,67022.27,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
418,43697,1,19.09,39279.89,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
419,43855,1,45.87,96204.80,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
420,43484,1,47.00,67250.43,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
421,43645,1,22.67,41686.20,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
422,43695,1,38.68,43236.50,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
423,43521,1,40.74,35323.20,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
424,43720,1,25.31,43764.00,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
425,43682,1,35.65,76490.74,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
426,43789,1,38.01,63004.54,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
427,43418,1,42.25,32215.10,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
428,43685,1,25.39,47645.93,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
429,43465,1,7.52,22839.25,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
430,43816,1,29.16,39394.28,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
431,43530,1,20.09,37750.45,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
432,43462,1,47.00,89227.58,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
433,43693,1,37.59,23774.12,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
434,43734,1,23.28,40765.04,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
435,43803,1,19.94,34263.79,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
436,43580,1,10.51,39381.93,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
437,43791,1,15.65,48755.89,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
438,43804,1,39.63,77245.23,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
439,43469,1,46.54,48663.49,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
440,43401,1,27.80,38651.13,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
441,43603,1,30.73,47012.73,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
442,43396,1,49.97,71843.97,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
443,43783,1,42.07,83277.55,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
444,43796,1,36.15,70163.23,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
445,43800,1,29.84,100000.00,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
446,43823,1,29.58,52826.16,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
447,43578,1,27.58,58093.97,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
448,43758,1,26.54,31708.57,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
449,43869,1,27.34,41556.96,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
450,43838,1,33.53,61630.43,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
451,43736,1,34.95,39815.21,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
452,43545,1,24.76,38484.42,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
