DateKey,FullDate,YearNumber,MonthNumber,MonthName,FinancialQuarter,FinancialYear,DayName,IsWeekend,TotalOrders,ValidOrders,CancelledOrders,TotalUnits,ValidUnits,GrossMerchandiseValue,NetRevenue,DeliveredRevenue,CancelledRevenue,ReturnedRevenue,EstimatedTotalCOGS,EstimatedGrossProfit,AverageOrderValue,CancellationRatePct,EstimatedGrossMarginPct
20240306,2024-03-06,2024,3,March,FQ4,FY23-24,Wednesday,False,68,65,3,170,161,51804.87,48970.71,40360.86,2834.16,0.00,26669.37,22301.49,753.400000,4.41,43.050000
20230306,2023-03-06,2023,3,March,FQ4,FY22-23,Monday,False,48,47,1,126,124,41632.52,40719.25,30746.28,913.27,1643.83,22897.59,17821.74,866.370000,2.08,42.810000
20231107,2023-11-07,2023,11,November,FQ3,FY23-24,Tuesday,False,57,55,2,176,171,50859.71,49530.63,39148.59,1329.08,1582.93,27367.30,22163.41,900.560000,3.51,43.580000
20210126,2021-01-26,2021,1,January,FQ4,FY20-21,Tuesday,False,56,54,2,176,169,52099.64,49289.60,37473.22,2810.04,605.84,27321.14,21968.55,912.770000,3.57,42.170000
20210628,2021-06-28,2021,6,June,FQ1,FY21-22,Monday,False,43,41,2,113,107,31656.28,29150.93,19210.60,2505.35,20.85,16397.91,12753.02,711.000000,4.65,40.290000
20220420,2022-04-20,2022,4,April,FQ1,FY22-23,Wednesday,False,1761,1544,217,1848,1774,1134750.05,1056481.07,376015.33,78268.98,27847.22,482832.86,573648.19,684.250000,12.32,50.550000
20220531,2022-05-31,2022,5,May,FQ1,FY22-23,Tuesday,False,1349,1164,185,1421,1349,949241.11,868642.25,214249.18,80598.86,12594.70,397056.10,471586.15,746.260000,13.71,49.680000
20220524,2022-05-24,2022,5,May,FQ1,FY22-23,Tuesday,False,1168,1022,146,1302,1248,816096.55,761654.68,183664.23,54441.87,13528.38,349742.73,411912.07,745.260000,12.5,50.470000
20220514,2022-05-14,2022,5,May,FQ1,FY22-23,Saturday,True,1186,1009,177,1208,1171,816326.43,736289.02,331023.87,80037.41,22834.38,333428.34,402860.79,729.720000,14.92,49.350000
20220617,2022-06-17,2022,6,June,FQ1,FY22-23,Friday,False,1151,988,163,1239,1182,807226.00,743329.26,238401.81,63896.74,13536.79,333775.74,409553.52,752.360000,14.16,50.740000
20211213,2021-12-13,2021,12,December,FQ3,FY21-22,Monday,False,53,52,1,149,145,43130.68,42049.31,31957.32,1081.37,0.00,22931.13,19118.22,808.640000,1.89,44.330000
20220327,2022-03-27,2022,3,March,FQ4,FY21-22,Sunday,True,45,45,0,141,141,50043.29,50043.29,42148.54,0.00,0.00,26953.19,23090.17,1112.070000,0.0,46.140000
20230903,2023-09-03,2023,9,September,FQ2,FY23-24,Sunday,True,64,64,0,172,172,51185.09,51185.09,36885.52,0.00,1438.55,28017.27,23167.90,799.770000,0.0,45.260000
20210108,2021-01-08,2021,1,January,FQ4,FY20-21,Friday,False,56,55,1,179,174,55029.52,54297.93,47014.90,731.59,0.00,29695.07,24602.91,987.240000,1.79,44.710000
20210125,2021-01-25,2021,1,January,FQ4,FY20-21,Monday,False,43,42,1,144,140,46252.03,45964.01,33907.98,288.02,2187.66,24911.08,21052.95,1094.380000,2.33,45.520000
20230409,2023-04-09,2023,4,April,FQ1,FY23-24,Sunday,True,55,53,2,143,139,49648.02,49412.09,42622.56,235.93,723.82,26815.40,22596.69,932.300000,3.64,45.510000
20220108,2022-01-08,2022,1,January,FQ4,FY21-22,Saturday,True,50,47,3,150,140,50010.59,46722.52,42967.85,3288.07,0.00,26026.23,20696.21,994.100000,6.0,41.380000
20210730,2021-07-30,2021,7,July,FQ2,FY21-22,Friday,False,46,45,1,143,138,47547.34,47407.59,34276.86,139.75,0.00,25890.95,21516.71,1053.500000,2.17,45.250000
20210807,2021-08-07,2021,8,August,FQ2,FY21-22,Saturday,True,55,55,0,176,176,51148.49,51148.49,40083.53,0.00,0.00,27815.06,23333.66,929.970000,0.0,45.620000
20240730,2024-07-30,2024,7,July,FQ2,FY24-25,Tuesday,False,56,54,2,151,143,51888.19,49128.05,36392.45,2760.14,395.55,26490.87,22637.29,909.780000,3.57,43.630000
20220702,2022-07-02,2022,7,July,FQ2,FY22-23,Saturday,True,49,48,1,144,139,42310.93,42177.94,28973.54,132.99,2870.26,23458.25,18719.67,878.710000,2.04,44.240000
20230817,2023-08-17,2023,8,August,FQ2,FY23-24,Thursday,False,58,56,2,179,170,60402.94,58051.52,46123.32,2351.42,3044.58,31259.98,26791.45,1036.630000,3.45,44.350000
20230717,2023-07-17,2023,7,July,FQ2,FY23-24,Monday,False,52,49,3,171,166,58441.07,58027.89,40106.42,413.18,4060.06,32352.77,25675.22,1184.240000,5.77,43.930000
20200324,2020-03-24,2020,3,March,FQ4,FY19-20,Tuesday,False,60,59,1,182,177,55303.88,54007.01,46511.44,1296.87,1032.81,30019.44,23987.66,915.370000,1.67,43.370000
20210603,2021-06-03,2021,6,June,FQ1,FY21-22,Thursday,False,50,49,1,158,154,50546.90,49073.05,33310.55,1473.85,1466.46,26203.07,22870.10,1001.490000,2.0,45.250000
20240910,2024-09-10,2024,9,September,FQ2,FY24-25,Tuesday,False,53,52,1,139,135,47562.87,45322.53,40991.93,2240.34,400.62,24005.54,21317.07,871.590000,1.89,44.820000
20241103,2024-11-03,2024,11,November,FQ3,FY24-25,Sunday,True,51,48,3,153,142,51740.09,48371.04,33225.48,3369.05,1356.89,25913.69,22457.38,1007.730000,5.88,43.400000
20240816,2024-08-16,2024,8,August,FQ2,FY24-25,Friday,False,63,57,6,162,149,53573.72,47554.23,41071.02,6019.49,0.00,26152.06,21402.20,834.280000,9.52,39.950000
20241003,2024-10-03,2024,10,October,FQ3,FY24-25,Thursday,False,51,50,1,154,151,39717.25,38962.77,25075.35,754.48,2486.95,21465.86,17497.04,779.260000,1.96,44.050000
20240323,2024-03-23,2024,3,March,FQ4,FY23-24,Saturday,True,51,49,2,145,141,43715.77,42586.30,35079.02,1129.47,0.00,23963.18,18623.15,869.110000,3.92,42.600000
20201013,2020-10-13,2020,10,October,FQ3,FY20-21,Tuesday,False,45,44,1,136,134,42053.61,41923.22,30556.81,130.39,1765.10,22695.70,19227.60,952.800000,2.22,45.720000
20230810,2023-08-10,2023,8,August,FQ2,FY23-24,Thursday,False,68,68,0,208,208,57513.11,57513.11,42884.43,0.00,0.00,32000.46,25512.68,845.780000,0.0,44.360000
20210118,2021-01-18,2021,1,January,FQ4,FY20-21,Monday,False,61,58,3,186,174,59471.82,54305.50,43657.19,5166.32,0.00,29351.86,24953.68,936.300000,4.92,41.960000
20220703,2022-07-03,2022,7,July,FQ2,FY22-23,Sunday,True,58,55,3,163,157,39969.06,39354.45,34257.37,614.61,0.00,21557.53,17796.93,715.540000,5.17,44.530000
20231226,2023-12-26,2023,12,December,FQ3,FY23-24,Tuesday,False,51,48,3,151,145,50513.38,47796.34,35309.51,2717.04,344.45,25956.48,21839.86,995.760000,5.88,43.240000
20211011,2021-10-11,2021,10,October,FQ3,FY21-22,Monday,False,46,44,2,161,154,48482.86,45964.27,37485.11,2518.59,1775.80,24795.52,21168.87,1044.640000,4.35,43.660000
20210331,2021-03-31,2021,3,March,FQ4,FY20-21,Wednesday,False,48,46,2,109,106,29875.42,28670.36,22020.90,1205.06,0.00,15374.63,13295.70,623.270000,4.17,44.500000
20200910,2020-09-10,2020,9,September,FQ2,FY20-21,Thursday,False,56,54,2,184,176,63413.23,61474.25,50342.56,1938.98,4439.59,33167.46,28306.87,1138.410000,3.57,44.640000
20200503,2020-05-03,2020,5,May,FQ1,FY20-21,Sunday,True,45,44,1,145,144,44748.71,44411.52,38509.03,337.19,860.49,24137.33,20274.26,1009.350000,2.22,45.310000
20210703,2021-07-03,2021,7,July,FQ2,FY21-22,Saturday,True,50,48,2,132,128,38587.12,37550.92,28060.80,1036.20,0.00,20817.33,16733.54,782.310000,4.0,43.370000
20230910,2023-09-10,2023,9,September,FQ2,FY23-24,Sunday,True,57,55,2,185,177,47896.71,45131.08,37357.40,2765.63,2566.32,24566.35,20564.64,820.570000,3.51,42.940000
20240108,2024-01-08,2024,1,January,FQ4,FY23-24,Monday,False,57,56,1,166,165,38783.68,38237.54,27594.12,546.14,1666.71,20072.44,18165.16,682.810000,1.75,46.840000
20210424,2021-04-24,2021,4,April,FQ1,FY21-22,Saturday,True,54,52,2,170,165,50322.09,47161.68,38956.12,3160.41,1394.01,25597.30,21564.63,906.960000,3.7,42.850000
20211113,2021-11-13,2021,11,November,FQ3,FY21-22,Saturday,True,45,45,0,149,149,58569.86,58569.86,42464.39,0.00,2663.08,30885.56,27684.24,1301.550000,0.0,47.270000
20240917,2024-09-17,2024,9,September,FQ2,FY24-25,Tuesday,False,69,65,4,201,187,60026.17,57423.20,42794.64,2602.97,3200.64,31681.72,25741.50,883.430000,5.8,42.880000
20220905,2022-09-05,2022,9,September,FQ2,FY22-23,Monday,False,48,47,1,140,136,46107.86,43910.11,34187.30,2197.75,676.56,24110.60,19799.63,934.260000,2.08,42.940000
20220123,2022-01-23,2022,1,January,FQ4,FY21-22,Sunday,True,60,58,2,172,165,48241.38,47717.05,43191.63,524.33,0.00,26578.72,21138.52,822.710000,3.33,43.820000
20221024,2022-10-24,2022,10,October,FQ3,FY22-23,Monday,False,44,44,0,123,123,42482.37,42482.37,31088.64,0.00,1088.27,23582.44,18899.93,965.510000,0.0,44.490000
20210517,2021-05-17,2021,5,May,FQ1,FY21-22,Monday,False,56,55,1,175,173,58762.56,58427.72,39144.67,334.84,5871.62,31778.45,26649.39,1062.320000,1.79,45.350000
20211206,2021-12-06,2021,12,December,FQ3,FY21-22,Monday,False,46,45,1,137,132,37762.24,35567.19,27144.67,2195.05,1263.88,19184.33,16382.82,790.380000,2.17,43.380000
20230716,2023-07-16,2023,7,July,FQ2,FY23-24,Sunday,True,59,58,1,181,176,58138.97,57068.84,47542.14,1070.13,0.00,30600.35,26468.67,983.950000,1.69,45.530000
20221213,2022-12-13,2022,12,December,FQ3,FY22-23,Tuesday,False,54,52,2,186,180,50693.10,49342.77,44392.47,1350.33,270.51,26533.54,22809.43,948.900000,3.7,45.000000
20221211,2022-12-11,2022,12,December,FQ3,FY22-23,Sunday,True,67,66,1,228,225,63121.84,62932.57,50032.76,189.27,1625.89,34966.34,27966.17,953.520000,1.49,44.310000
20221025,2022-10-25,2022,10,October,FQ3,FY22-23,Tuesday,False,62,60,2,192,183,67967.05,63682.78,48537.74,4284.27,440.17,34520.58,29162.25,1061.380000,3.23,42.910000
20210220,2021-02-20,2021,2,February,FQ4,FY20-21,Saturday,True,50,49,1,158,156,43402.83,43129.09,30321.90,273.74,5181.20,23745.03,19384.19,880.190000,2.0,44.660000
20221118,2022-11-18,2022,11,November,FQ3,FY22-23,Friday,False,44,43,1,140,136,47271.19,45100.69,29894.40,2170.50,5109.19,24342.82,20757.84,1048.850000,2.27,43.910000
20220414,2022-04-14,2022,4,April,FQ1,FY22-23,Thursday,False,4087,3840,247,9162,9085,1705970.01,1609641.92,842580.12,94292.09,14431.87,953767.25,654905.27,419.180000,6.04,38.390000
20220429,2022-04-29,2022,4,April,FQ1,FY22-23,Friday,False,1449,1222,227,1497,1417,896970.63,815996.38,187534.44,80974.25,12680.00,381406.05,434590.29,667.750000,15.67,48.450000
20220427,2022-04-27,2022,4,April,FQ1,FY22-23,Wednesday,False,1426,1225,201,1486,1436,911774.95,829993.98,352864.53,81780.97,31891.00,391199.78,438794.41,677.550000,14.1,48.130000
20220622,2022-06-22,2022,6,June,FQ1,FY22-23,Wednesday,False,1257,1081,176,1323,1267,820927.26,759181.89,201908.31,61745.37,1892.72,342568.61,416613.36,702.300000,14.0,50.750000
20220602,2022-06-02,2022,6,June,FQ1,FY22-23,Thursday,False,1377,1179,198,1425,1343,935843.44,852979.08,228741.49,82864.36,16499.71,396946.10,456033.07,723.480000,14.38,48.730000
20220924,2022-09-24,2022,9,September,FQ2,FY22-23,Saturday,True,53,52,1,155,152,47290.68,47080.29,36347.22,210.39,1218.87,26636.15,20444.25,905.390000,1.89,43.230000
20200924,2020-09-24,2020,9,September,FQ2,FY20-21,Thursday,False,50,50,0,152,152,45575.14,45575.14,39939.51,0.00,714.12,24229.06,21346.01,911.500000,0.0,46.840000
20241107,2024-11-07,2024,11,November,FQ3,FY24-25,Thursday,False,66,63,3,191,184,58556.11,56644.12,43269.13,1911.99,1942.92,29640.54,27003.69,899.110000,4.55,46.120000
20220907,2022-09-07,2022,9,September,FQ2,FY22-23,Wednesday,False,51,49,2,149,145,45533.77,44480.41,36767.15,1053.36,0.00,24309.19,20171.27,907.760000,3.92,44.300000
20240924,2024-09-24,2024,9,September,FQ2,FY24-25,Tuesday,False,42,39,3,113,106,31786.29,30962.90,27843.81,823.39,1090.86,16489.05,14473.86,793.920000,7.14,45.530000
20200528,2020-05-28,2020,5,May,FQ1,FY20-21,Thursday,False,78,72,6,236,224,73218.63,69764.86,57606.67,3453.77,4501.29,38208.07,31556.84,968.960000,7.69,43.100000
20200602,2020-06-02,2020,6,June,FQ1,FY20-21,Tuesday,False,55,54,1,170,167,50981.18,49522.72,39157.91,1458.46,116.64,26790.81,22732.14,917.090000,1.82,44.590000
20200313,2020-03-13,2020,3,March,FQ4,FY19-20,Friday,False,57,53,4,171,158,51593.96,46203.50,36382.84,5390.46,220.68,24891.96,21311.61,871.760000,7.02,41.310000
20240627,2024-06-27,2024,6,June,FQ1,FY24-25,Thursday,False,51,47,4,163,149,54470.20,49174.24,42202.55,5295.96,0.00,26505.35,22668.99,1046.260000,7.84,41.620000
20220830,2022-08-30,2022,8,August,FQ2,FY22-23,Tuesday,False,58,57,1,186,182,58684.74,57504.35,43283.69,1180.39,2147.61,30826.28,26678.20,1008.850000,1.72,45.460000
20201221,2020-12-21,2020,12,December,FQ3,FY20-21,Monday,False,69,68,1,214,210,66062.16,64553.42,45937.97,1508.74,369.43,34569.14,29984.35,949.320000,1.45,45.390000
20200709,2020-07-09,2020,7,July,FQ2,FY20-21,Thursday,False,47,46,1,136,131,40862.05,40613.45,34684.09,248.60,0.00,22388.79,18224.74,882.900000,2.13,44.600000
20231206,2023-12-06,2023,12,December,FQ3,FY23-24,Wednesday,False,51,49,2,155,145,40917.72,39931.65,31719.45,986.07,1242.20,21538.59,18393.08,814.930000,3.92,44.950000
20220805,2022-08-05,2022,8,August,FQ2,FY22-23,Friday,False,78,76,2,207,202,59118.61,58062.77,46078.93,1055.84,0.00,30960.40,27102.50,763.980000,2.56,45.840000
20210112,2021-01-12,2021,1,January,FQ4,FY20-21,Tuesday,False,54,51,3,167,158,52883.68,48184.38,39658.64,4699.30,0.00,26169.60,22014.78,944.790000,5.56,41.630000
20230830,2023-08-30,2023,8,August,FQ2,FY23-24,Wednesday,False,44,41,3,131,120,36380.97,31990.74,22555.45,4390.23,931.41,17612.13,14378.68,780.260000,6.82,39.520000
20211115,2021-11-15,2021,11,November,FQ3,FY21-22,Monday,False,73,68,5,222,208,73846.80,68732.80,45350.62,5114.00,2617.59,38159.48,30573.37,1010.780000,6.85,41.400000
20210320,2021-03-20,2021,3,March,FQ4,FY20-21,Saturday,True,56,55,1,181,178,54910.00,53562.62,41797.50,1347.38,2116.49,28668.49,24894.35,973.870000,1.79,45.340000
20210830,2021-08-30,2021,8,August,FQ2,FY21-22,Monday,False,62,60,2,200,196,63129.98,62440.35,40874.87,689.63,2993.42,34281.62,28158.70,1040.670000,3.23,44.600000
20240112,2024-01-12,2024,1,January,FQ4,FY23-24,Friday,False,49,47,2,149,146,44432.06,43538.57,35377.94,893.49,2943.98,24538.99,18999.67,926.350000,4.08,42.760000
20201008,2020-10-08,2020,10,October,FQ3,FY20-21,Thursday,False,47,46,1,159,156,47009.05,45353.55,32378.45,1655.50,0.00,24465.72,20887.88,985.950000,2.13,44.430000
20210429,2021-04-29,2021,4,April,FQ1,FY21-22,Thursday,False,56,53,3,170,160,51920.96,49214.24,35462.33,2706.72,3048.91,27789.83,21424.55,928.570000,5.36,41.260000
20221028,2022-10-28,2022,10,October,FQ3,FY22-23,Friday,False,65,64,1,189,187,60703.53,59667.17,44258.80,1036.36,1940.09,32023.26,27643.98,932.300000,1.54,45.540000
20220105,2022-01-05,2022,1,January,FQ4,FY21-22,Wednesday,False,57,54,3,157,152,44566.21,42247.18,28919.50,2319.03,2631.48,22879.32,19367.98,782.360000,5.26,43.460000
20210414,2021-04-14,2021,4,April,FQ1,FY21-22,Wednesday,False,42,39,3,121,116,34448.89,32441.88,21405.79,2007.01,2117.74,18103.00,14338.96,831.840000,7.14,41.620000
20230105,2023-01-05,2023,1,January,FQ4,FY22-23,Thursday,False,65,64,1,211,208,66086.81,64472.93,45521.65,1613.88,859.39,35868.56,28604.54,1007.390000,1.54,43.280000
20201028,2020-10-28,2020,10,October,FQ3,FY20-21,Wednesday,False,65,62,3,225,210,68051.26,62225.15,41983.42,5826.11,3214.85,34042.96,28182.32,1003.630000,4.62,41.410000
20210924,2021-09-24,2021,9,September,FQ2,FY21-22,Friday,False,60,59,1,184,182,51274.22,50640.46,35823.21,633.76,2713.74,27688.02,22952.60,858.310000,1.67,44.760000
20211018,2021-10-18,2021,10,October,FQ3,FY21-22,Monday,False,67,67,0,199,199,65845.34,65845.34,49060.13,0.00,0.00,36206.39,29638.96,982.770000,0.0,45.010000
20240414,2024-04-14,2024,4,April,FQ1,FY24-25,Sunday,True,61,60,1,160,156,47727.79,45572.03,33019.62,2155.76,611.41,24565.50,21006.56,759.530000,1.64,44.010000
20240226,2024-02-26,2024,2,February,FQ4,FY23-24,Monday,False,66,63,3,197,183,59596.04,53564.56,36746.61,6031.48,2823.57,30074.80,23489.89,850.230000,4.55,39.420000
20220206,2022-02-06,2022,2,February,FQ4,FY21-22,Sunday,True,53,51,2,166,163,49460.69,49099.97,37740.60,360.72,2009.61,26766.94,22333.01,962.740000,3.77,45.150000
20221018,2022-10-18,2022,10,October,FQ3,FY22-23,Tuesday,False,45,44,1,137,134,44756.60,43891.46,33398.19,865.14,0.00,23829.66,20061.96,997.530000,2.22,44.820000
20210805,2021-08-05,2021,8,August,FQ2,FY21-22,Thursday,False,42,41,1,132,130,42773.53,42460.98,33890.28,312.55,436.36,23174.91,19286.08,1035.630000,2.38,45.090000
20220112,2022-01-12,2022,1,January,FQ4,FY21-22,Wednesday,False,62,57,5,208,190,61092.37,56179.35,44702.74,4913.02,2114.27,30720.75,25458.61,985.600000,8.06,41.670000
20241018,2024-10-18,2024,10,October,FQ3,FY24-25,Friday,False,59,54,5,199,182,55439.11,48487.09,30996.78,6952.02,2760.50,26595.31,21891.86,897.910000,8.47,39.490000
20210226,2021-02-26,2021,2,February,FQ4,FY20-21,Friday,False,56,55,1,165,164,50420.32,49845.95,39246.01,574.37,242.30,27638.35,22207.64,906.290000,1.79,44.050000
20200830,2020-08-30,2020,8,August,FQ2,FY20-21,Sunday,True,62,59,3,178,164,62483.94,57739.81,44208.64,4744.13,0.00,30946.69,26793.10,978.640000,4.84,42.880000
20230226,2023-02-26,2023,2,February,FQ4,FY22-23,Sunday,True,50,49,1,147,144,42060.47,41238.31,31913.75,822.16,277.80,22591.80,18646.65,841.600000,2.0,44.330000
20241221,2024-12-21,2024,12,December,FQ3,FY24-25,Saturday,True,42,40,2,129,126,34803.76,34106.44,30530.57,697.32,2518.09,18800.11,15306.42,852.660000,4.76,43.980000
20230429,2023-04-29,2023,4,April,FQ1,FY23-24,Saturday,True,60,59,1,192,188,60954.36,59846.30,45118.05,1108.06,2391.24,33408.82,26437.65,1014.340000,1.67,43.370000
20210528,2021-05-28,2021,5,May,FQ1,FY21-22,Friday,False,60,60,0,180,180,59329.61,59329.61,43590.82,0.00,3182.90,31809.65,27519.99,988.830000,0.0,46.380000
20211028,2021-10-28,2021,10,October,FQ3,FY21-22,Thursday,False,53,52,1,161,157,48620.43,47605.56,37003.66,1014.87,2731.05,25853.20,21752.49,915.490000,1.89,44.740000
20240219,2024-02-19,2024,2,February,FQ4,FY23-24,Monday,False,59,57,2,180,174,61754.54,58814.17,46007.35,2940.37,0.00,32007.63,26806.67,1031.830000,3.39,43.410000
20200226,2020-02-26,2020,2,February,FQ4,FY19-20,Wednesday,False,58,57,1,168,167,53030.25,52738.46,45087.44,291.79,0.00,28714.54,24023.99,925.240000,1.72,45.300000
20211012,2021-10-12,2021,10,October,FQ3,FY21-22,Tuesday,False,55,55,0,155,155,52138.00,52138.00,34560.08,0.00,3765.05,28786.14,23351.98,947.960000,0.0,44.790000
20201220,2020-12-20,2020,12,December,FQ3,FY20-21,Sunday,True,46,44,2,129,122,37651.62,36040.66,31149.47,1610.96,0.00,20082.83,15957.93,819.110000,4.35,42.380000
20230203,2023-02-03,2023,2,February,FQ4,FY22-23,Friday,False,64,62,2,188,184,68157.03,67429.96,53773.21,727.07,2769.23,37005.33,30424.76,1087.580000,3.13,44.640000
20210821,2021-08-21,2021,8,August,FQ2,FY21-22,Saturday,True,57,57,0,177,177,49100.06,49100.06,40815.08,0.00,0.00,26613.54,22486.61,861.400000,0.0,45.800000
20200217,2020-02-17,2020,2,February,FQ4,FY19-20,Monday,False,44,42,2,124,118,32922.71,31490.20,24708.73,1432.51,367.65,17818.42,13671.90,749.770000,4.55,41.530000
20200816,2020-08-16,2020,8,August,FQ2,FY20-21,Sunday,True,52,50,2,150,145,51819.59,50341.57,43543.87,1478.02,3598.78,27260.07,23081.48,1006.830000,3.85,44.540000
20200606,2020-06-06,2020,6,June,FQ1,FY20-21,Saturday,True,52,50,2,173,167,56053.28,53564.14,44502.48,2489.14,2716.92,28700.05,24864.25,1071.280000,3.85,44.360000
20220411,2022-04-11,2022,4,April,FQ1,FY22-23,Monday,False,7746,7517,229,13324,13263,1847804.45,1755490.18,1161956.31,88392.27,27938.59,1159918.18,592987.49,233.540000,2.96,32.090000
20220515,2022-05-15,2022,5,May,FQ1,FY22-23,Sunday,True,1330,1134,196,1352,1311,929900.97,839218.30,361370.39,90682.67,31987.36,376326.96,462891.40,740.050000,14.74,49.780000
20220608,2022-06-08,2022,6,June,FQ1,FY22-23,Wednesday,False,1543,1317,226,1619,1531,1024044.32,917893.54,236828.16,106150.78,13178.71,412737.58,505156.09,696.960000,14.65,49.330000
20211027,2021-10-27,2021,10,October,FQ3,FY21-22,Wednesday,False,61,59,2,172,167,51262.21,49923.89,39008.00,1338.32,0.00,26736.76,23187.40,846.170000,3.28,45.230000
20200129,2020-01-29,2020,1,January,FQ4,FY19-20,Wednesday,False,55,52,3,171,163,50104.00,47238.07,35757.78,2865.93,471.74,25395.02,21842.99,908.420000,5.45,43.600000
20240518,2024-05-18,2024,5,May,FQ1,FY24-25,Saturday,True,58,55,3,162,153,51690.31,48515.03,30873.82,3175.28,0.00,26168.00,22347.13,882.090000,5.17,43.230000
20220921,2022-09-21,2022,9,September,FQ2,FY22-23,Wednesday,False,46,45,1,151,149,40345.55,40291.53,27287.08,54.02,1639.26,22412.63,17879.09,895.370000,2.17,44.310000
20231014,2023-10-14,2023,10,October,FQ3,FY23-24,Saturday,True,65,62,3,200,188,64209.17,61238.46,37823.31,2970.71,991.76,33559.42,27679.19,987.720000,4.62,43.110000
20240815,2024-08-15,2024,8,August,FQ2,FY24-25,Thursday,False,60,60,0,174,174,47970.54,47970.54,39714.97,0.00,864.16,26464.29,21506.31,799.510000,0.0,44.830000
20210202,2021-02-02,2021,2,February,FQ4,FY20-21,Tuesday,False,67,64,3,185,179,57489.02,55427.27,46386.31,2061.75,4477.75,30092.17,25335.29,866.050000,4.48,44.070000
20230904,2023-09-04,2023,9,September,FQ2,FY23-24,Monday,False,45,44,1,146,141,47205.36,45693.19,30400.37,1512.17,2568.56,24891.82,20801.38,1038.480000,2.22,44.070000
20221109,2022-11-09,2022,11,November,FQ3,FY22-23,Wednesday,False,54,51,3,166,157,49412.97,48407.86,37432.37,1005.11,249.22,25813.61,22594.28,949.170000,5.56,45.730000
20240628,2024-06-28,2024,6,June,FQ1,FY24-25,Friday,False,61,58,3,180,168,48409.62,44735.23,33708.15,3674.39,2741.28,24398.41,20336.85,771.300000,4.92,42.010000
20230504,2023-05-04,2023,5,May,FQ1,FY23-24,Thursday,False,41,39,2,119,113,45602.75,42226.95,29917.63,3375.80,0.00,23262.96,18964.06,1082.740000,4.88,41.590000
20230801,2023-08-01,2023,8,August,FQ2,FY23-24,Tuesday,False,67,64,3,206,195,60614.26,58553.74,42656.26,2060.52,2802.00,31886.05,26667.76,914.900000,4.48,44.000000
20240425,2024-04-25,2024,4,April,FQ1,FY24-25,Thursday,False,55,54,1,156,153,46585.98,46388.12,29571.48,197.86,3423.13,25823.89,20564.27,859.040000,1.82,44.140000
20201014,2020-10-14,2020,10,October,FQ3,FY20-21,Wednesday,False,51,49,2,143,141,44121.63,43293.26,31167.96,828.37,1720.13,23216.82,20076.56,883.540000,3.92,45.500000
20240424,2024-04-24,2024,4,April,FQ1,FY24-25,Wednesday,False,53,52,1,171,166,49670.29,47974.84,36989.09,1695.45,1965.38,26394.91,21580.02,922.590000,1.89,43.450000
20210109,2021-01-09,2021,1,January,FQ4,FY20-21,Saturday,True,51,49,2,152,148,50500.76,48434.74,40005.63,2066.02,1941.16,26710.44,21724.29,988.460000,3.92,43.020000
20240305,2024-03-05,2024,3,March,FQ4,FY23-24,Tuesday,False,62,61,1,178,175,49194.34,49106.39,34289.79,87.95,963.07,26627.80,22478.71,805.020000,1.61,45.690000
20201031,2020-10-31,2020,10,October,FQ3,FY20-21,Saturday,True,56,55,1,153,148,47573.08,46250.65,34312.98,1322.43,1898.80,25317.26,20933.42,840.920000,1.79,44.000000
20230921,2023-09-21,2023,9,September,FQ2,FY23-24,Thursday,False,61,60,1,176,175,58693.87,58598.81,44942.64,95.06,1528.19,32058.79,26540.11,976.650000,1.64,45.220000
20210508,2021-05-08,2021,5,May,FQ1,FY21-22,Saturday,True,47,44,3,133,124,37912.48,34212.05,29726.67,3700.43,0.00,18559.44,15652.72,777.550000,6.38,41.290000
20240102,2024-01-02,2024,1,January,FQ4,FY23-24,Tuesday,False,63,61,2,167,159,42257.22,40544.21,29519.26,1713.01,2738.87,22147.81,18396.43,664.660000,3.17,43.530000
20210909,2021-09-09,2021,9,September,FQ2,FY21-22,Thursday,False,79,78,1,243,240,80808.75,78873.22,62571.83,1935.53,3374.66,42928.59,35944.73,1011.200000,1.27,44.480000
20230207,2023-02-07,2023,2,February,FQ4,FY22-23,Tuesday,False,49,47,2,139,130,40491.42,38096.55,28951.93,2394.87,1107.37,20800.03,17296.52,810.560000,4.08,42.720000
20230411,2023-04-11,2023,4,April,FQ1,FY23-24,Tuesday,False,48,46,2,128,123,36135.63,34656.75,24979.93,1478.88,1016.21,19131.14,15525.74,753.410000,4.17,42.970000
20220202,2022-02-02,2022,2,February,FQ4,FY21-22,Wednesday,False,49,49,0,154,154,47557.48,47557.48,31537.50,0.00,3601.37,26740.39,20817.17,970.560000,0.0,43.770000
20200410,2020-04-10,2020,4,April,FQ1,FY20-21,Friday,False,52,52,0,154,154,45846.89,45846.89,37582.73,0.00,3864.33,25148.98,20697.95,881.670000,0.0,45.150000
20210211,2021-02-11,2021,2,February,FQ4,FY20-21,Thursday,False,58,56,2,192,186,62556.07,59828.19,50068.77,2727.88,3029.48,32218.16,27609.93,1068.360000,3.45,44.140000
20231202,2023-12-02,2023,12,December,FQ3,FY23-24,Saturday,True,49,49,0,138,138,37512.54,37512.54,26336.29,0.00,999.31,21032.01,16480.54,765.560000,0.0,43.930000
20231123,2023-11-23,2023,11,November,FQ3,FY23-24,Thursday,False,58,56,2,187,182,63301.46,61991.71,40470.10,1309.75,4548.11,33582.80,28409.00,1106.990000,3.45,44.880000
